[1601, 1158]
[paragraph, [602.0, 80.0, 422.0, 36.0], shoonya_5sU3NQI4DIME8G, 5695805]
[paragraph, [602.0, 116.0, 422.0, 36.0], shoonya_5sU3NQI4DIME8G, 5695805]
[paragraph, [602.0, 152.0, 422.0, 36.0], shoonya_5sU3NQI4DIME8G, 5695805]
[paragraph, [602.0, 188.0, 422.0, 36.0], shoonya_5sU3NQI4DIME8G, 5695805]
[paragraph, [602.0, 224.0, 422.0, 36.0], shoonya_5sU3NQI4DIME8G, 5695805]
[paragraph, [602.0, 260.0, 422.0, 36.0], shoonya_5sU3NQI4DIME8G, 5695805]
[paragraph, [599.0, 314.0, 427.0, 36.0], shoonya_6sB9Q1YW84VWRL, 5695805]
[paragraph, [599.0, 350.0, 427.0, 36.0], shoonya_6sB9Q1YW84VWRL, 5695805]
[paragraph, [599.0, 386.0, 427.0, 36.0], shoonya_6sB9Q1YW84VWRL, 5695805]
[paragraph, [600.0, 444.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [600.0, 480.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [600.0, 516.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [600.0, 552.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [600.0, 588.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [600.0, 624.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [600.0, 660.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [600.0, 696.0, 425.0, 36.0], shoonya_3sFTO1JMYSE7QF, 5695805]
[paragraph, [98.0, 785.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 821.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 857.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 893.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 929.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 965.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 1001.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 1037.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [98.0, 1073.0, 466.0, 36.0], shoonya_0sU1NMTVF73KID, 5695805]
[paragraph, [570.0, 792.0, 446.0, 36.0], kwdslwCmf-, 5695805]
[paragraph, [570.0, 828.0, 446.0, 36.0], kwdslwCmf-, 5695805]
[paragraph, [570.0, 864.0, 446.0, 36.0], kwdslwCmf-, 5695805]
[paragraph, [557.0, 923.0, 473.0, 36.0], shoonya_12sCLSV1ORSPBQ, 5695805]
[paragraph, [557.0, 959.0, 473.0, 36.0], shoonya_12sCLSV1ORSPBQ, 5695805]
[paragraph, [557.0, 995.0, 473.0, 36.0], shoonya_12sCLSV1ORSPBQ, 5695805]
[paragraph, [557.0, 1031.0, 473.0, 36.0], shoonya_12sCLSV1ORSPBQ, 5695805]
[folio, [1044.0, 1005.0, 58.0, 36.0], GK63o_fwXa, 5695805]
[folio, [1044.0, 1077.0, 58.0, 36.0], GK63o_fwXa, 5695805]
[paragraph, [560.0, 1082.0, 463.0, 36.0], shoonya_9sO38W8B7WPQPJ, 5695805]
[paragraph, [560.0, 1118.0, 463.0, 36.0], shoonya_9sO38W8B7WPQPJ, 5695805]
[paragraph, [560.0, 1154.0, 463.0, 36.0], shoonya_9sO38W8B7WPQPJ, 5695805]
[paragraph, [560.0, 1190.0, 463.0, 36.0], shoonya_9sO38W8B7WPQPJ, 5695805]
[paragraph, [560.0, 1226.0, 463.0, 36.0], shoonya_9sO38W8B7WPQPJ, 5695805]
[paragraph, [560.0, 1262.0, 463.0, 36.0], shoonya_9sO38W8B7WPQPJ, 5695805]
[paragraph, [98.0, 1144.0, 460.0, 36.0], shoonya_1s909D4WK0HNPF, 5695805]
[paragraph, [98.0, 1180.0, 460.0, 36.0], shoonya_1s909D4WK0HNPF, 5695805]
[paragraph, [98.0, 1216.0, 460.0, 36.0], shoonya_1s909D4WK0HNPF, 5695805]
[paragraph, [98.0, 1252.0, 460.0, 36.0], shoonya_1s909D4WK0HNPF, 5695805]
[paragraph, [98.0, 1288.0, 460.0, 36.0], shoonya_1s909D4WK0HNPF, 5695805]
[paragraph, [98.0, 1324.0, 460.0, 36.0], shoonya_1s909D4WK0HNPF, 5695805]
[paragraph, [557.0, 1304.0, 470.0, 36.0], shoonya_7sZ99DYPJ5IZ2X, 5695805]
[paragraph, [557.0, 1340.0, 470.0, 36.0], shoonya_7sZ99DYPJ5IZ2X, 5695805]
[paragraph, [557.0, 1376.0, 470.0, 36.0], shoonya_7sZ99DYPJ5IZ2X, 5695805]
[paragraph, [557.0, 1412.0, 470.0, 36.0], shoonya_7sZ99DYPJ5IZ2X, 5695805]
[paragraph, [557.0, 1448.0, 470.0, 36.0], shoonya_7sZ99DYPJ5IZ2X, 5695805]
[paragraph, [105.0, 1366.0, 453.0, 36.0], shoonya_4sUDCVE7F12LE6, 5695805]
[paragraph, [105.0, 1402.0, 453.0, 36.0], shoonya_4sUDCVE7F12LE6, 5695805]
[paragraph, [105.0, 1438.0, 453.0, 36.0], shoonya_4sUDCVE7F12LE6, 5695805]
