[1763, 1275]
[section-title, [393.0, 86.0, 834.0, 49.5], seZlnVzuyd, 5712363]
[section-title, [393.0, 135.5, 834.0, 49.5], seZlnVzuyd, 5712363]
[section-title, [393.0, 185.0, 834.0, 49.5], seZlnVzuyd, 5712363]
[section-title, [393.0, 234.5, 834.0, 49.5], seZlnVzuyd, 5712363]
[section-title, [393.0, 284.0, 834.0, 49.5], seZlnVzuyd, 5712363]
[section-title, [393.0, 333.5, 834.0, 49.5], seZlnVzuyd, 5712363]
[folio, [703.0, 380.0, 461.0, 36.0], 3PpJj8KOtR, 5712363]
[folio, [703.0, 416.0, 461.0, 36.0], 3PpJj8KOtR, 5712363]
[folio, [703.0, 452.0, 461.0, 36.0], 3PpJj8KOtR, 5712363]
[folio, [703.0, 488.0, 461.0, 36.0], 3PpJj8KOtR, 5712363]
[folio, [703.0, 524.0, 461.0, 36.0], 3PpJj8KOtR, 5712363]
[folio, [703.0, 560.0, 461.0, 36.0], 3PpJj8KOtR, 5712363]
[folio, [585.0, 604.0, 611.0, 36.0], g_mX53GSY5, 5712363]
[folio, [585.0, 640.0, 611.0, 36.0], g_mX53GSY5, 5712363]
[folio, [481.0, 698.0, 733.0, 36.0], ELOmTC9rAf, 5712363]
[folio, [481.0, 734.0, 733.0, 36.0], ELOmTC9rAf, 5712363]
[folio, [481.0, 770.0, 733.0, 36.0], ELOmTC9rAf, 5712363]
[folio, [481.0, 806.0, 733.0, 36.0], ELOmTC9rAf, 5712363]
[contact-info, [20.0, 879.0, 573.0, 36.0], E2LRjUYzVz, 5712363]
[contact-info, [20.0, 915.0, 573.0, 36.0], E2LRjUYzVz, 5712363]
[contact-info, [20.0, 951.0, 573.0, 36.0], E2LRjUYzVz, 5712363]
[contact-info, [633.0, 880.0, 569.0, 36.0], pjROjxUvza, 5712363]
[contact-info, [633.0, 916.0, 569.0, 36.0], pjROjxUvza, 5712363]
[contact-info, [630.0, 982.0, 568.0, 36.0], TfeiKyREAB, 5712363]
[contact-info, [630.0, 1018.0, 568.0, 36.0], TfeiKyREAB, 5712363]
[contact-info, [630.0, 1054.0, 568.0, 36.0], TfeiKyREAB, 5712363]
[contact-info, [19.0, 1006.0, 584.0, 36.0], 3_dMTC8940, 5712363]
[contact-info, [19.0, 1042.0, 584.0, 36.0], 3_dMTC8940, 5712363]
[contact-info, [19.0, 1078.0, 584.0, 36.0], 3_dMTC8940, 5712363]
[contact-info, [628.0, 1114.0, 571.0, 36.0], YGPY6x-yqS, 5712363]
[contact-info, [628.0, 1150.0, 571.0, 36.0], YGPY6x-yqS, 5712363]
[contact-info, [15.0, 1141.0, 579.0, 36.0], efXq_iN66t, 5712363]
[contact-info, [15.0, 1177.0, 579.0, 36.0], efXq_iN66t, 5712363]
[contact-info, [630.0, 1218.0, 563.0, 36.0], gTzHLT4Zvw, 5712363]
[contact-info, [630.0, 1254.0, 563.0, 36.0], gTzHLT4Zvw, 5712363]
[contact-info, [630.0, 1290.0, 563.0, 36.0], gTzHLT4Zvw, 5712363]
[contact-info, [23.0, 1240.0, 576.0, 36.0], thvUGCUfiG, 5712363]
[contact-info, [23.0, 1276.0, 576.0, 36.0], thvUGCUfiG, 5712363]
[contact-info, [14.0, 1344.0, 590.0, 36.0], V2rMzCLIC-, 5712363]
[contact-info, [14.0, 1380.0, 590.0, 36.0], V2rMzCLIC-, 5712363]
[contact-info, [14.0, 1416.0, 590.0, 36.0], V2rMzCLIC-, 5712363]
[contact-info, [631.0, 1347.0, 571.0, 36.0], R3PYdV-R8P, 5712363]
[contact-info, [631.0, 1383.0, 571.0, 36.0], R3PYdV-R8P, 5712363]
[contact-info, [631.0, 1419.0, 571.0, 36.0], R3PYdV-R8P, 5712363]
[contact-info, [631.0, 1455.0, 571.0, 36.0], R3PYdV-R8P, 5712363]
[contact-info, [11.0, 1457.0, 579.0, 36.0], _vcU0touFY, 5712363]
[contact-info, [11.0, 1493.0, 579.0, 36.0], _vcU0touFY, 5712363]
[contact-info, [439.0, 1573.0, 779.0, 36.0], ZvNNg1ibKc, 5712363]
[contact-info, [439.0, 1609.0, 779.0, 36.0], ZvNNg1ibKc, 5712363]
[contact-info, [439.0, 1645.0, 779.0, 36.0], ZvNNg1ibKc, 5712363]
