[792, 612]
[section-title, [280.0, 85.0, 53.0, 30.0], E4GAu7t3op, 5759879]
[paragraph, [62.0, 142.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 160.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 178.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 196.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 214.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 232.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 250.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 268.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 286.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [62.0, 304.0, 486.0, 18.0], shoonya_0sJ5ZAFE0O1P6G, 5759879]
[paragraph, [61.0, 341.0, 489.0, 18.0], 64xG1lV12T, 5759879]
[paragraph, [61.0, 359.0, 489.0, 18.0], 64xG1lV12T, 5759879]
[paragraph, [61.0, 377.0, 489.0, 18.0], 64xG1lV12T, 5759879]
[paragraph, [61.0, 395.0, 489.0, 18.0], 64xG1lV12T, 5759879]
[paragraph, [61.0, 413.0, 489.0, 18.0], 64xG1lV12T, 5759879]
[paragraph, [61.0, 431.0, 489.0, 18.0], 64xG1lV12T, 5759879]
[paragraph, [61.0, 449.0, 489.0, 18.0], 64xG1lV12T, 5759879]
[paragraph, [63.0, 474.0, 485.0, 18.0], iLzyK09Gpp, 5759879]
[paragraph, [63.0, 492.0, 485.0, 18.0], iLzyK09Gpp, 5759879]
[paragraph, [63.0, 510.0, 485.0, 18.0], iLzyK09Gpp, 5759879]
[paragraph, [63.0, 528.0, 485.0, 18.0], iLzyK09Gpp, 5759879]
[paragraph, [63.0, 546.0, 485.0, 18.0], iLzyK09Gpp, 5759879]
[paragraph, [65.0, 574.0, 482.0, 18.0], eargeoz3E0, 5759879]
[paragraph, [65.0, 592.0, 482.0, 18.0], eargeoz3E0, 5759879]
[paragraph, [65.0, 610.0, 482.0, 18.0], eargeoz3E0, 5759879]
[paragraph, [65.0, 628.0, 482.0, 18.0], eargeoz3E0, 5759879]
[paragraph, [65.0, 646.0, 482.0, 18.0], eargeoz3E0, 5759879]
[paragraph, [65.0, 671.0, 485.0, 18.0], BL_pIVX8jm, 5759879]
[paragraph, [65.0, 689.0, 485.0, 18.0], BL_pIVX8jm, 5759879]
