[975, 575]
[chapter-title, [51.0, 32.0, 410.0, 30.0], shoonya_2sZZDAYR3CX5A6, 5775899]
[paragraph, [4.0, 67.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 85.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 103.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 121.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 139.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 157.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 175.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 193.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 211.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 229.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 247.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 265.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 283.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 301.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 319.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 337.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 355.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 373.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 391.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 409.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 427.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 445.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 463.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 481.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 499.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 517.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 535.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 553.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 571.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 589.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 607.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 625.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [4.0, 643.0, 537.0, 18.0], shoonya_1sN4KMBT5T7AYT, 5775899]
[paragraph, [33.0, 643.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 661.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 679.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 697.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 715.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 733.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 751.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 769.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 787.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 805.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 823.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 841.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 859.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 877.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
[paragraph, [33.0, 895.0, 520.0, 18.0], shoonya_0sQF8SBA9Z19AA, 5775899]
