[1755, 1240]
[paragraph, [196.0, 133.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 169.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 205.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 241.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 277.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 313.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 349.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 385.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [196.0, 421.0, 912.0, 36.0], shoonya_1sD06M94XLOYSQ, 5693156]
[paragraph, [193.0, 506.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 542.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 578.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 614.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 650.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 686.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 722.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 758.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 794.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 830.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [193.0, 866.0, 924.0, 36.0], shoonya_0sDSWBGDB6O803, 5693156]
[paragraph, [181.0, 920.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 956.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 992.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1028.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1064.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1100.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1136.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1172.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1208.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1244.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1280.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1316.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1352.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1388.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1424.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
[paragraph, [181.0, 1460.0, 936.0, 36.0], shoonya_2sE1N08069SAQD, 5693156]
