[2339, 1653]
[paragraph, [224.0, 205.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 241.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 277.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 313.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 349.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 385.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 421.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 457.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [224.0, 493.0, 1203.0, 36.0], shoonya_1sR6RT4CNM619E, 5686572]
[paragraph, [227.0, 580.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 616.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 652.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 688.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 724.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 760.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 796.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 832.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 868.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 904.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 940.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 976.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1012.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1048.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1084.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1120.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1156.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1192.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1228.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [227.0, 1264.0, 1201.0, 36.0], shoonya_2s2LOW73KQNJNJ, 5686572]
[paragraph, [223.0, 1331.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1367.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1403.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1439.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1475.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1511.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1547.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1583.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1619.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1655.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1691.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1727.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1763.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1799.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1835.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1871.0, 1206.0, 36.0], shoonya_0sUHNHIS5FLWCG, 5686572]
[paragraph, [223.0, 1925.0, 1206.0, 36.0], shoonya_4s75GF1GT1U9E7, 5686572]
[paragraph, [223.0, 1961.0, 1206.0, 36.0], shoonya_4s75GF1GT1U9E7, 5686572]
[paragraph, [223.0, 1997.0, 1206.0, 36.0], shoonya_4s75GF1GT1U9E7, 5686572]
[paragraph, [223.0, 2033.0, 1206.0, 36.0], shoonya_4s75GF1GT1U9E7, 5686572]
[paragraph, [223.0, 2069.0, 1206.0, 36.0], shoonya_4s75GF1GT1U9E7, 5686572]
