[1298, 853]
[section-title, [318.0, 68.0, 230.0, 30.0], t4y-MXhG9A, 5709736]
[paragraph, [46.0, 119.0, 757.0, 18.0], shoonya_2sSJFFIYW047AU, 5709736]
[paragraph, [46.0, 137.0, 757.0, 18.0], shoonya_2sSJFFIYW047AU, 5709736]
[paragraph, [46.0, 155.0, 757.0, 18.0], shoonya_2sSJFFIYW047AU, 5709736]
[paragraph, [46.0, 173.0, 757.0, 18.0], shoonya_2sSJFFIYW047AU, 5709736]
[paragraph, [44.0, 203.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 221.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 239.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 257.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 275.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 293.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 311.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 329.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 347.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 365.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 383.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 401.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 419.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 437.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 455.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 473.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 491.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 509.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 527.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 545.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 563.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [44.0, 581.0, 759.0, 18.0], shoonya_0s5BUMT125OEW3, 5709736]
[paragraph, [41.0, 614.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 632.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 650.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 668.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 686.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 704.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 722.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 740.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 758.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 776.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 794.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 812.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 830.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 848.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 866.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 884.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 902.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 920.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 938.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 956.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 974.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 992.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1010.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1028.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1046.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1064.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1082.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1100.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1118.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1136.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1154.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1172.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1190.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
[paragraph, [41.0, 1208.0, 764.0, 18.0], shoonya_1s6XNA0Q2AQZQ4, 5709736]
