[792, 612]
[author, [230.0, 105.0, 149.0, 18.0], wtfuX4Tswf, 6514884]
[paragraph, [223.0, 155.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 173.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 191.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 209.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 227.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 245.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 263.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 281.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 299.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 317.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 335.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 353.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [223.0, 371.0, 162.0, 18.0], shoonya_0sVHW4GLIQIJCO, 6514884]
[paragraph, [409.0, 157.0, 150.0, 18.0], tgOnf-prxn, 6514884]
[paragraph, [409.0, 175.0, 150.0, 18.0], tgOnf-prxn, 6514884]
[paragraph, [409.0, 193.0, 150.0, 18.0], tgOnf-prxn, 6514884]
[paragraph, [409.0, 211.0, 150.0, 18.0], tgOnf-prxn, 6514884]
[paragraph, [48.0, 188.0, 154.0, 18.0], shoonya_4s478KDLIFOON9, 6514884]
[paragraph, [48.0, 206.0, 154.0, 18.0], shoonya_4s478KDLIFOON9, 6514884]
[paragraph, [48.0, 224.0, 154.0, 18.0], shoonya_4s478KDLIFOON9, 6514884]
[paragraph, [48.0, 242.0, 154.0, 18.0], shoonya_4s478KDLIFOON9, 6514884]
[paragraph, [48.0, 260.0, 154.0, 18.0], shoonya_4s478KDLIFOON9, 6514884]
[paragraph, [48.0, 278.0, 154.0, 18.0], shoonya_4s478KDLIFOON9, 6514884]
[paragraph, [48.0, 296.0, 154.0, 18.0], shoonya_4s478KDLIFOON9, 6514884]
[paragraph, [409.0, 240.0, 151.0, 18.0], Cfko4dHpDH, 6514884]
[paragraph, [409.0, 258.0, 151.0, 18.0], Cfko4dHpDH, 6514884]
[paragraph, [409.0, 276.0, 151.0, 18.0], Cfko4dHpDH, 6514884]
[paragraph, [409.0, 294.0, 151.0, 18.0], Cfko4dHpDH, 6514884]
[paragraph, [411.0, 320.0, 151.0, 18.0], K3T8m1MHsn, 6514884]
[paragraph, [48.0, 331.0, 154.0, 18.0], shoonya_2s1Y12UX5NS6TU, 6514884]
[paragraph, [48.0, 349.0, 154.0, 18.0], shoonya_2s1Y12UX5NS6TU, 6514884]
[paragraph, [48.0, 367.0, 154.0, 18.0], shoonya_2s1Y12UX5NS6TU, 6514884]
[paragraph, [410.0, 355.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 373.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 391.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 409.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 427.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 445.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 463.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 481.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 499.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 517.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 535.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 553.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 571.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 589.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 607.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [410.0, 625.0, 153.0, 18.0], R_el_aUyH3, 6514884]
[paragraph, [50.0, 396.0, 152.0, 18.0], shoonya_3sOK835UQU6N47, 6514884]
[paragraph, [227.0, 402.0, 154.0, 18.0], xuv9I4M4Gb, 6514884]
[paragraph, [227.0, 420.0, 154.0, 18.0], xuv9I4M4Gb, 6514884]
[paragraph, [227.0, 438.0, 154.0, 18.0], xuv9I4M4Gb, 6514884]
[paragraph, [49.0, 433.0, 152.0, 18.0], vZbO-Un8Wq, 6514884]
[paragraph, [49.0, 451.0, 152.0, 18.0], vZbO-Un8Wq, 6514884]
[paragraph, [49.0, 469.0, 152.0, 18.0], vZbO-Un8Wq, 6514884]
[paragraph, [49.0, 487.0, 152.0, 18.0], vZbO-Un8Wq, 6514884]
[paragraph, [49.0, 505.0, 152.0, 18.0], vZbO-Un8Wq, 6514884]
[paragraph, [49.0, 523.0, 152.0, 18.0], vZbO-Un8Wq, 6514884]
[paragraph, [229.0, 469.0, 153.0, 18.0], dx3wUF-Ine, 6514884]
[paragraph, [229.0, 487.0, 153.0, 18.0], dx3wUF-Ine, 6514884]
[paragraph, [229.0, 505.0, 153.0, 18.0], dx3wUF-Ine, 6514884]
[paragraph, [229.0, 523.0, 153.0, 18.0], dx3wUF-Ine, 6514884]
[paragraph, [229.0, 541.0, 153.0, 18.0], dx3wUF-Ine, 6514884]
[paragraph, [229.0, 559.0, 153.0, 18.0], dx3wUF-Ine, 6514884]
[paragraph, [49.0, 560.0, 151.0, 18.0], VBa-xvU132, 6514884]
[paragraph, [49.0, 578.0, 151.0, 18.0], VBa-xvU132, 6514884]
[paragraph, [230.0, 595.0, 152.0, 18.0], dSI-1-ZdNT, 6514884]
[paragraph, [230.0, 613.0, 152.0, 18.0], dSI-1-ZdNT, 6514884]
[paragraph, [230.0, 631.0, 152.0, 18.0], dSI-1-ZdNT, 6514884]
[paragraph, [230.0, 649.0, 152.0, 18.0], dSI-1-ZdNT, 6514884]
[paragraph, [49.0, 609.0, 152.0, 18.0], GpcUfQPNS-, 6514884]
[paragraph, [49.0, 627.0, 152.0, 18.0], GpcUfQPNS-, 6514884]
[paragraph, [49.0, 645.0, 152.0, 18.0], GpcUfQPNS-, 6514884]
