[1754, 1241]
[paragraph, [102.0, 97.0, 1056.0, 36.0], 5WcWAizDR5, 5708411]
[paragraph, [102.0, 133.0, 1056.0, 36.0], 5WcWAizDR5, 5708411]
[ordered-list, [105.0, 173.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 209.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 245.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 281.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 317.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 353.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 389.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 425.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 461.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 497.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 533.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 569.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 605.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 641.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 677.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 713.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 749.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 785.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 821.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 857.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 893.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 929.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 965.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1001.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1037.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1073.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1109.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1145.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1181.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1217.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1253.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1289.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1325.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1361.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1397.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1433.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1469.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1505.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1541.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[ordered-list, [105.0, 1577.0, 1051.0, 36.0], shoonya_0sZ8Z71WO9R71Y, 5708411]
[sub-ordered-list, [185.0, 204.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[sub-ordered-list, [185.0, 240.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
[sub-ordered-list, [185.0, 276.0, 946.0, 36.0], SnIdQq4rXA, 5708411]
