[1226, 792]
[folio, [69.0, 23.0, 72.0, 18.0], 5ypFMStjZI, 5700558]
[folio, [69.0, 41.0, 72.0, 18.0], 5ypFMStjZI, 5700558]
[paragraph, [78.0, 107.0, 642.0, 18.0], zDT-caflmn, 5700558]
[unordered-list, [82.0, 146.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 164.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 182.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 200.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 218.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 236.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 254.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 272.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[unordered-list, [82.0, 290.0, 212.0, 18.0], zV2qJ4DKSi, 5700558]
[ordered-list, [75.0, 328.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 346.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 364.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 382.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 400.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 418.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 436.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 454.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 472.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 490.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 508.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 526.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 544.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 562.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 580.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 598.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 616.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 634.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 652.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 670.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 688.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 706.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 724.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 742.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 760.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 778.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 796.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 814.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 832.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 850.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 868.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 886.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 904.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 922.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 940.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 958.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 976.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 994.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 1012.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 1030.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 1048.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 1066.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 1084.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 1102.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
[ordered-list, [75.0, 1120.0, 682.0, 18.0], XNtsZtBEQ7, 5700558]
