[611, 425]
[headline, [71.0, 123.0, 276.0, 25.5], AUSSeWpSll, 6496169]
[paragraph, [44.0, 200.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 218.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 236.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 254.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 272.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 290.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 308.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 326.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 344.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 362.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 380.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [44.0, 398.0, 331.0, 18.0], QM75w4F4W4, 6496169]
[paragraph, [48.0, 424.0, 320.0, 18.0], XfsOS335om, 6496169]
[paragraph, [48.0, 442.0, 320.0, 18.0], XfsOS335om, 6496169]
[paragraph, [48.0, 460.0, 320.0, 18.0], XfsOS335om, 6496169]
[paragraph, [48.0, 478.0, 320.0, 18.0], XfsOS335om, 6496169]
[paragraph, [48.0, 496.0, 320.0, 18.0], XfsOS335om, 6496169]
[paragraph, [48.0, 514.0, 320.0, 18.0], XfsOS335om, 6496169]
[paragraph, [48.0, 532.0, 320.0, 18.0], XfsOS335om, 6496169]
