[1754, 1241]
[paragraph, [182.0, 208.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 244.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 280.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 316.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 352.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 388.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 424.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 460.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 496.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[paragraph, [182.0, 532.0, 589.0, 36.0], shoonya_1s6EV6FCDCZJ7K, 5761840]
[section-title, [183.0, 610.0, 425.0, 49.5], shoonya_3sWZIDALF0ERA6, 5761840]
[paragraph, [182.0, 674.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 710.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 746.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 782.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 818.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 854.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 890.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 926.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [182.0, 962.0, 858.0, 36.0], shoonya_0sCE23WO0DR7BL, 5761840]
[paragraph, [180.0, 1041.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1077.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1113.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1149.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1185.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1221.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1257.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1293.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1329.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1365.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [180.0, 1401.0, 862.0, 36.0], shoonya_2sR8EPLCRP6CVH, 5761840]
[paragraph, [241.0, 1471.0, 727.0, 36.0], CgmQCth2m0, 5761840]
[paragraph, [241.0, 1507.0, 727.0, 36.0], CgmQCth2m0, 5761840]
[paragraph, [241.0, 1543.0, 727.0, 36.0], CgmQCth2m0, 5761840]
