[2250, 1750]
[paragraph, [95.0, 91.0, 713.0, 36.0], shoonya_0sIKJFH334KRAW, 5752539]
[paragraph, [95.0, 127.0, 713.0, 36.0], shoonya_0sIKJFH334KRAW, 5752539]
[paragraph, [95.0, 163.0, 713.0, 36.0], shoonya_0sIKJFH334KRAW, 5752539]
[paragraph, [95.0, 199.0, 713.0, 36.0], shoonya_0sIKJFH334KRAW, 5752539]
[paragraph, [885.0, 96.0, 711.0, 36.0], shoonya_12sMWKETYU4IS9, 5752539]
[paragraph, [885.0, 132.0, 711.0, 36.0], shoonya_12sMWKETYU4IS9, 5752539]
[paragraph, [885.0, 168.0, 711.0, 36.0], shoonya_12sMWKETYU4IS9, 5752539]
[paragraph, [885.0, 204.0, 711.0, 36.0], shoonya_12sMWKETYU4IS9, 5752539]
[paragraph, [885.0, 240.0, 711.0, 36.0], shoonya_12sMWKETYU4IS9, 5752539]
[paragraph, [885.0, 276.0, 711.0, 36.0], shoonya_12sMWKETYU4IS9, 5752539]
[paragraph, [885.0, 312.0, 711.0, 36.0], shoonya_12sMWKETYU4IS9, 5752539]
[paragraph, [88.0, 272.0, 715.0, 36.0], shoonya_4sF9I9RFZDG8F8, 5752539]
[paragraph, [88.0, 308.0, 715.0, 36.0], shoonya_4sF9I9RFZDG8F8, 5752539]
[paragraph, [88.0, 344.0, 715.0, 36.0], shoonya_4sF9I9RFZDG8F8, 5752539]
[paragraph, [88.0, 380.0, 715.0, 36.0], shoonya_4sF9I9RFZDG8F8, 5752539]
[paragraph, [88.0, 416.0, 715.0, 36.0], shoonya_4sF9I9RFZDG8F8, 5752539]
[paragraph, [881.0, 371.0, 535.0, 36.0], 0ROkz3Va_Q, 5752539]
[paragraph, [885.0, 450.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 486.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 522.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 558.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 594.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 630.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 666.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 702.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 738.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [885.0, 774.0, 709.0, 36.0], shoonya_5sJJ4CBETKHDLB, 5752539]
[paragraph, [91.0, 490.0, 709.0, 36.0], shoonya_11sUZB468GN36Y, 5752539]
[paragraph, [91.0, 526.0, 709.0, 36.0], shoonya_11sUZB468GN36Y, 5752539]
[paragraph, [92.0, 618.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 654.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 690.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 726.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 762.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 798.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 834.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 870.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 906.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 942.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 978.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1014.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1050.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1086.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1122.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1158.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1194.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1230.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1266.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1302.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1338.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [92.0, 1374.0, 708.0, 36.0], shoonya_10sKCB4GL2LJV9, 5752539]
[paragraph, [890.0, 846.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 882.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 918.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 954.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 990.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1026.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1062.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1098.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1134.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1170.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1206.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1242.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1278.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1314.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [890.0, 1350.0, 706.0, 36.0], shoonya_1sWLQV7TM0K0S4, 5752539]
[paragraph, [94.0, 1419.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1455.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1491.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1527.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1563.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1599.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1635.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1671.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
[paragraph, [94.0, 1707.0, 707.0, 36.0], shoonya_7sLLPHX2HPBZ8R, 5752539]
