[1755, 1240]
[section-title, [140.0, 217.0, 190.0, 49.5], shoonya_2sHE6FQX0EG30J, 5693308]
[paragraph, [134.0, 301.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 337.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 373.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 409.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 445.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 481.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 517.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 553.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 589.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 625.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 661.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 697.0, 967.0, 36.0], shoonya_1sWEPF0LT31F2Q, 5693308]
[paragraph, [134.0, 768.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 804.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 840.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 876.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 912.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 948.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 984.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1020.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1056.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1092.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1128.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1164.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1200.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1236.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1272.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
[paragraph, [134.0, 1308.0, 971.0, 36.0], shoonya_0sB77M7HJT7JAA, 5693308]
