[1220, 768]
[folio, [318.0, 78.0, 123.0, 18.0], shoonya_0sKGX8GH1C2K00, 5770277]
[paragraph, [76.0, 129.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 147.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 165.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 183.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 201.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 219.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 237.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 255.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [76.0, 273.0, 303.0, 18.0], shoonya_1sYZ4A28I0MWWG, 5770277]
[paragraph, [382.0, 132.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 150.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 168.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 186.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 204.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 222.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 240.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 258.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 276.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 294.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 312.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 330.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 348.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 366.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 384.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 402.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 420.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 438.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 456.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 474.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 492.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 510.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 528.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 546.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 564.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 582.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 600.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 618.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 636.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 654.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 672.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 690.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 708.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 726.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 744.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 762.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 780.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [382.0, 798.0, 309.0, 18.0], gkvZ5JOvaq, 5770277]
[paragraph, [78.0, 294.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 312.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 330.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 348.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 366.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 384.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 402.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 420.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 438.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 456.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 474.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 492.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 510.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 528.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 546.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 564.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 582.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 600.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 618.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 636.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 654.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 672.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 690.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 708.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 726.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 744.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 762.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 780.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 798.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 816.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 834.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 852.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [78.0, 870.0, 300.0, 18.0], 0qBT2XC35K, 5770277]
[paragraph, [388.0, 814.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 832.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 850.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 868.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 886.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 904.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 922.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 940.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 958.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 976.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 994.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 1012.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 1030.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 1048.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 1066.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 1084.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 1102.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [388.0, 1120.0, 305.0, 18.0], d9fgyc-j0u, 5770277]
[paragraph, [72.0, 904.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 922.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 940.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 958.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 976.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 994.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 1012.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 1030.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 1048.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 1066.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 1084.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 1102.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
[paragraph, [72.0, 1120.0, 312.0, 18.0], 1xu7cha1tp, 5770277]
