[1654, 1241]
[section-title, [109.0, 126.0, 141.0, 49.5], shoonya_0sHB1O93WIKQO2, 5719435]
[paragraph, [99.0, 188.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 224.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 260.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 296.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 332.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 368.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 404.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 440.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [99.0, 476.0, 1039.0, 36.0], OgvUb7ZknH, 5719435]
[paragraph, [86.0, 515.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 551.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 587.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 623.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 659.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 695.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 731.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 767.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 803.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 839.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [86.0, 875.0, 1067.0, 36.0], DQZSoQpk8r, 5719435]
[paragraph, [70.0, 924.0, 1087.0, 36.0], 0tOeHMqjMs, 5719435]
[paragraph, [70.0, 960.0, 1087.0, 36.0], 0tOeHMqjMs, 5719435]
[paragraph, [70.0, 996.0, 1087.0, 36.0], 0tOeHMqjMs, 5719435]
[paragraph, [70.0, 1032.0, 1087.0, 36.0], 0tOeHMqjMs, 5719435]
[paragraph, [85.0, 1081.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1117.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1153.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1189.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1225.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1261.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1297.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1333.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1369.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
[paragraph, [85.0, 1405.0, 1048.0, 36.0], Gf6NkIoGLP, 5719435]
