[1818, 1374]
[folio, [472.0, 204.0, 430.0, 36.0], shoonya_2sXKQPNJY4J4XG, 5682918]
[paragraph, [105.0, 283.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 319.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 355.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 391.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 427.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 463.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 499.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 535.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 571.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 607.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 643.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 679.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 715.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 751.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 787.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 823.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 859.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 895.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 931.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 967.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 1003.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 1039.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [105.0, 1075.0, 573.0, 36.0], shoonya_1sQ3AJPYIHALYI, 5682918]
[paragraph, [698.0, 285.0, 563.0, 36.0], shoonya_0s22OTDHIS1F0K, 5682918]
[paragraph, [698.0, 321.0, 563.0, 36.0], shoonya_0s22OTDHIS1F0K, 5682918]
[paragraph, [698.0, 357.0, 563.0, 36.0], shoonya_0s22OTDHIS1F0K, 5682918]
[paragraph, [698.0, 393.0, 563.0, 36.0], shoonya_0s22OTDHIS1F0K, 5682918]
[paragraph, [698.0, 429.0, 563.0, 36.0], shoonya_0s22OTDHIS1F0K, 5682918]
[paragraph, [699.0, 497.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 533.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 569.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 605.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 641.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 677.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 713.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 749.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 785.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 821.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 857.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 893.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 929.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 965.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1001.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1037.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1073.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1109.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1145.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1181.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1217.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1253.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1289.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1325.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1361.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1397.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1433.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1469.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1505.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1541.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1577.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
[paragraph, [699.0, 1613.0, 563.0, 36.0], -h3jaE5-g8, 5682918]
