[1275, 1650]
[folio, [224.0, 111.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 129.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 147.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 165.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 183.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 201.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 219.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 237.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 255.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 273.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[folio, [224.0, 291.0, 571.0, 18.0], shoonya_2sXITA421FJXSY, 5764014]
[sidebar, [82.0, 317.0, 121.0, 18.0], t0epEAQK5f, 5764014]
[sidebar, [82.0, 335.0, 121.0, 18.0], t0epEAQK5f, 5764014]
[sidebar, [563.0, 323.0, 218.0, 18.0], teUQpXNmis, 5764014]
[sidebar, [633.0, 358.0, 146.0, 18.0], ctiunEJH5J, 5764014]
[second-level-question, [75.0, 399.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 417.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 435.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 453.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 471.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 489.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 507.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 525.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 543.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 561.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 579.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 597.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 615.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 633.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 651.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 669.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 687.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 705.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 723.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 741.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 759.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 777.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 795.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 813.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 831.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 849.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 867.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 885.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 903.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 921.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 939.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 957.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 975.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 993.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 1011.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 1029.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[second-level-question, [75.0, 1047.0, 742.0, 18.0], shoonya_3sIDILSDUEGE02, 5764014]
[folio, [424.0, 1109.0, 281.0, 18.0], shoonya_1sQX2WKWLYL3XU, 5764014]
