[1275, 730]
[folio, [22.0, 25.0, 112.0, 18.0], shoonya_6sS532LX9BRSIO, 5781629]
[folio, [22.0, 43.0, 112.0, 18.0], shoonya_6sS532LX9BRSIO, 5781629]
[folio, [54.0, 81.0, 590.0, 18.0], shoonya_10sB28OXXG4HVO, 5781629]
[paragraph, [20.0, 117.0, 655.0, 18.0], -WP1OkvaPD, 5781629]
[paragraph, [20.0, 135.0, 655.0, 18.0], -WP1OkvaPD, 5781629]
[paragraph, [20.0, 153.0, 655.0, 18.0], -WP1OkvaPD, 5781629]
[ordered-list, [18.0, 192.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 210.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 228.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 246.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 264.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 282.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 300.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 318.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 336.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 354.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 372.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 390.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 408.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 426.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 444.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 462.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 480.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 498.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 516.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 534.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 552.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 570.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 588.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 606.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 624.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 642.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 660.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 678.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 696.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 714.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 732.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 750.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 768.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 786.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 804.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 822.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 840.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 858.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 876.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [18.0, 894.0, 659.0, 18.0], shoonya_11sTD5XYNEY8MB, 5781629]
[ordered-list, [12.0, 946.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 964.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 982.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1000.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1018.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1036.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1054.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1072.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1090.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1108.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1126.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1144.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1162.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[ordered-list, [12.0, 1180.0, 663.0, 18.0], shoonya_0sRY3MSHP8JAII, 5781629]
[sub-ordered-list, [16.0, 983.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1001.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1019.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1037.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1055.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1073.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1091.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1109.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1127.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1145.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1163.0, 654.0, 18.0], veI9g8SiWv, 5781629]
[sub-ordered-list, [16.0, 1181.0, 654.0, 18.0], veI9g8SiWv, 5781629]
