[1787, 1218]
[paragraph, [104.0, 103.0, 1002.0, 36.0], shoonya_3s576YR4MXVD5V, 5652358]
[paragraph, [104.0, 139.0, 1002.0, 36.0], shoonya_3s576YR4MXVD5V, 5652358]
[paragraph, [104.0, 175.0, 1002.0, 36.0], shoonya_3s576YR4MXVD5V, 5652358]
[paragraph, [104.0, 211.0, 1002.0, 36.0], shoonya_3s576YR4MXVD5V, 5652358]
[paragraph, [104.0, 247.0, 1002.0, 36.0], shoonya_3s576YR4MXVD5V, 5652358]
[paragraph, [104.0, 283.0, 1002.0, 36.0], shoonya_3s576YR4MXVD5V, 5652358]
[ordered-list, [85.0, 354.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 390.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 426.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 462.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 498.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 534.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 570.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 606.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 642.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 678.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 714.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 750.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 786.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 822.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 858.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 894.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 930.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 966.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1002.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1038.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1074.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1110.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1146.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1182.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1218.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1254.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1290.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1326.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1362.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1398.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1434.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1470.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1506.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1542.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[ordered-list, [85.0, 1578.0, 1033.0, 36.0], shoonya_0sNS6KMPWJSBUV, 5652358]
[sub-ordered-list, [102.0, 1232.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1268.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1304.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1340.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1376.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1412.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1448.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1484.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1520.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[sub-ordered-list, [102.0, 1556.0, 1006.0, 36.0], shoonya_2sSVWQMZUVL56I, 5652358]
[footnote, [462.0, 1654.0, 229.0, 36.0], ILRHnBTND6, 5652358]
