[1162, 749]
[folio, [298.0, 77.0, 149.0, 18.0], shoonya_2s5Q6FX5ME8WIE, 5699334]
[paragraph, [70.0, 117.0, 607.0, 18.0], shoonya_5sLLPG41EEJVT1, 5699334]
[paragraph, [70.0, 135.0, 607.0, 18.0], shoonya_5sLLPG41EEJVT1, 5699334]
[paragraph, [70.0, 153.0, 607.0, 18.0], shoonya_5sLLPG41EEJVT1, 5699334]
[paragraph, [70.0, 191.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 209.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 227.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 245.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 263.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 281.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 299.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 317.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 335.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 353.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [70.0, 371.0, 603.0, 18.0], shoonya_7sZYCPSD3X5OAW, 5699334]
[paragraph, [71.0, 397.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 415.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 433.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 451.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 469.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 487.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 505.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 523.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 541.0, 605.0, 18.0], shoonya_1s1G2SUUHST7WN, 5699334]
[paragraph, [71.0, 569.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 587.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 605.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 623.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 641.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 659.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 677.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 695.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 713.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 731.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 749.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 767.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 785.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 803.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 821.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 839.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 857.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 875.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 893.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 911.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [71.0, 929.0, 606.0, 18.0], shoonya_0s25DMU7G06OVR, 5699334]
[paragraph, [75.0, 952.0, 600.0, 18.0], shoonya_6sTPEWUCXTU7L4, 5699334]
[paragraph, [75.0, 970.0, 600.0, 18.0], shoonya_6sTPEWUCXTU7L4, 5699334]
[paragraph, [75.0, 988.0, 600.0, 18.0], shoonya_6sTPEWUCXTU7L4, 5699334]
[paragraph, [75.0, 1006.0, 600.0, 18.0], shoonya_6sTPEWUCXTU7L4, 5699334]
[paragraph, [75.0, 1024.0, 600.0, 18.0], shoonya_6sTPEWUCXTU7L4, 5699334]
[paragraph, [75.0, 1042.0, 600.0, 18.0], shoonya_6sTPEWUCXTU7L4, 5699334]
[paragraph, [75.0, 1060.0, 600.0, 18.0], shoonya_6sTPEWUCXTU7L4, 5699334]
