[1806, 1262]
[folio, [507.0, 104.0, 566.0, 36.0], shoonya_0sNYN8B2154YIK, 5681423]
[paragraph, [665.0, 184.0, 482.0, 36.0], fkDa8hjsjg, 5681423]
[paragraph, [665.0, 220.0, 482.0, 36.0], fkDa8hjsjg, 5681423]
[paragraph, [665.0, 256.0, 482.0, 36.0], fkDa8hjsjg, 5681423]
[paragraph, [665.0, 292.0, 482.0, 36.0], fkDa8hjsjg, 5681423]
[paragraph, [665.0, 328.0, 482.0, 36.0], fkDa8hjsjg, 5681423]
[paragraph, [665.0, 364.0, 482.0, 36.0], fkDa8hjsjg, 5681423]
[paragraph, [95.0, 195.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [95.0, 231.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [95.0, 267.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [95.0, 303.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [95.0, 339.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [95.0, 375.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [95.0, 411.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [95.0, 447.0, 483.0, 36.0], shoonya_3sPTZNHXDDBOYO, 5681423]
[paragraph, [665.0, 410.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 446.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 482.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 518.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 554.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 590.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 626.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 662.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 698.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 734.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 770.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 806.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 842.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 878.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 914.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 950.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 986.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 1022.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 1058.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 1094.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 1130.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 1166.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 1202.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [665.0, 1238.0, 495.0, 36.0], K9Lmn9Nmcy, 5681423]
[paragraph, [100.0, 520.0, 479.0, 36.0], shoonya_4sV8E50V96WV7O, 5681423]
[paragraph, [100.0, 556.0, 479.0, 36.0], shoonya_4sV8E50V96WV7O, 5681423]
[paragraph, [100.0, 592.0, 479.0, 36.0], shoonya_4sV8E50V96WV7O, 5681423]
[paragraph, [100.0, 628.0, 479.0, 36.0], shoonya_4sV8E50V96WV7O, 5681423]
[paragraph, [100.0, 664.0, 479.0, 36.0], shoonya_4sV8E50V96WV7O, 5681423]
[paragraph, [100.0, 700.0, 479.0, 36.0], shoonya_4sV8E50V96WV7O, 5681423]
[paragraph, [100.0, 736.0, 479.0, 36.0], shoonya_4sV8E50V96WV7O, 5681423]
[paragraph, [92.0, 809.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 845.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 881.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 917.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 953.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 989.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1025.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1061.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1097.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1133.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1169.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1205.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1241.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1277.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1313.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1349.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1385.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1421.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1457.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1493.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1529.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1565.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1601.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [92.0, 1637.0, 500.0, 36.0], shoonya_5sNU99HTGEY80I, 5681423]
[paragraph, [667.0, 1299.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1335.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1371.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1407.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1443.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1479.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1515.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1551.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1587.0, 489.0, 36.0], pAweEDHb-z, 5681423]
[paragraph, [667.0, 1623.0, 489.0, 36.0], pAweEDHb-z, 5681423]
