[975, 571]
[chapter-title, [97.0, 13.0, 305.0, 30.0], 64rgZ6CM3q, 5776001]
[paragraph, [66.0, 39.0, 401.0, 18.0], shoonya_4sKR7V1ZMQDRL6, 5776001]
[paragraph, [66.0, 57.0, 401.0, 18.0], shoonya_4sKR7V1ZMQDRL6, 5776001]
[paragraph, [66.0, 75.0, 401.0, 18.0], shoonya_4sKR7V1ZMQDRL6, 5776001]
[paragraph, [66.0, 93.0, 401.0, 18.0], shoonya_4sKR7V1ZMQDRL6, 5776001]
[paragraph, [66.0, 111.0, 401.0, 18.0], shoonya_4sKR7V1ZMQDRL6, 5776001]
[paragraph, [11.0, 145.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 163.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 181.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 199.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 217.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 235.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 253.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 271.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 289.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 307.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 325.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 343.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [11.0, 361.0, 517.0, 18.0], shoonya_1sEL8FCZ6N122V, 5776001]
[paragraph, [14.0, 383.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 401.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 419.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 437.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 455.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 473.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 491.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 509.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 527.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 545.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 563.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 581.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 599.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 617.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 635.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 653.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 671.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 689.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 707.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 725.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 743.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 761.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 779.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 797.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [14.0, 815.0, 522.0, 18.0], shoonya_0s366R8UR8ZRFS, 5776001]
[paragraph, [23.0, 832.0, 510.0, 18.0], shoonya_2sE08MFSC1BIWR, 5776001]
[paragraph, [23.0, 850.0, 510.0, 18.0], shoonya_2sE08MFSC1BIWR, 5776001]
