[2084, 1528]
[paragraph, [988.0, 109.0, 368.0, 36.0], ejPlutm5t7, 5713030]
[paragraph, [988.0, 145.0, 368.0, 36.0], ejPlutm5t7, 5713030]
[paragraph, [988.0, 181.0, 368.0, 36.0], ejPlutm5t7, 5713030]
[section-title, [645.0, 134.0, 321.0, 52.5], ViacQKgME2, 5713030]
[section-title, [645.0, 186.5, 321.0, 52.5], ViacQKgME2, 5713030]
[paragraph, [131.0, 196.0, 250.0, 36.0], Hg4rdydiLm, 5713030]
[paragraph, [131.0, 232.0, 250.0, 36.0], Hg4rdydiLm, 5713030]
[paragraph, [131.0, 268.0, 250.0, 36.0], Hg4rdydiLm, 5713030]
[paragraph, [988.0, 235.0, 342.0, 36.0], yadxi7_n-L, 5713030]
[paragraph, [988.0, 271.0, 342.0, 36.0], yadxi7_n-L, 5713030]
[paragraph, [988.0, 307.0, 342.0, 36.0], yadxi7_n-L, 5713030]
[paragraph, [988.0, 343.0, 342.0, 36.0], yadxi7_n-L, 5713030]
[paragraph, [119.0, 329.0, 308.0, 36.0], L9Y1fgu-xq, 5713030]
[paragraph, [119.0, 365.0, 308.0, 36.0], L9Y1fgu-xq, 5713030]
[paragraph, [119.0, 401.0, 308.0, 36.0], L9Y1fgu-xq, 5713030]
[paragraph, [119.0, 437.0, 308.0, 36.0], L9Y1fgu-xq, 5713030]
[paragraph, [119.0, 473.0, 308.0, 36.0], L9Y1fgu-xq, 5713030]
[paragraph, [984.0, 408.0, 331.0, 36.0], vTbNa_N-g0, 5713030]
[paragraph, [984.0, 444.0, 331.0, 36.0], vTbNa_N-g0, 5713030]
[paragraph, [984.0, 480.0, 331.0, 36.0], vTbNa_N-g0, 5713030]
[paragraph, [984.0, 516.0, 331.0, 36.0], vTbNa_N-g0, 5713030]
[paragraph, [113.0, 559.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 595.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 631.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 667.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 703.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 739.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 775.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 811.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[paragraph, [113.0, 847.0, 383.0, 36.0], PKv7liUXRX, 5713030]
[author, [1140.0, 582.0, 256.0, 36.0], rEVc8T0Lm4, 5713030]
[section-title, [986.0, 641.0, 423.0, 52.5], aN9e3aLwvJ, 5713030]
[paragraph, [976.0, 724.0, 319.0, 36.0], gNFeWrcp0_, 5713030]
[paragraph, [976.0, 760.0, 319.0, 36.0], gNFeWrcp0_, 5713030]
[paragraph, [976.0, 796.0, 319.0, 36.0], gNFeWrcp0_, 5713030]
[paragraph, [976.0, 832.0, 319.0, 36.0], gNFeWrcp0_, 5713030]
[paragraph, [982.0, 906.0, 329.0, 36.0], iPrtYrHhWv, 5713030]
[paragraph, [982.0, 942.0, 329.0, 36.0], iPrtYrHhWv, 5713030]
[paragraph, [982.0, 978.0, 329.0, 36.0], iPrtYrHhWv, 5713030]
[paragraph, [117.0, 909.0, 246.0, 36.0], 8n000rjjYp, 5713030]
[paragraph, [117.0, 945.0, 246.0, 36.0], 8n000rjjYp, 5713030]
[paragraph, [117.0, 981.0, 246.0, 36.0], 8n000rjjYp, 5713030]
[paragraph, [117.0, 1017.0, 246.0, 36.0], 8n000rjjYp, 5713030]
[paragraph, [978.0, 1048.0, 385.0, 36.0], ApQ2y1Coqb, 5713030]
[paragraph, [978.0, 1084.0, 385.0, 36.0], ApQ2y1Coqb, 5713030]
[paragraph, [978.0, 1120.0, 385.0, 36.0], ApQ2y1Coqb, 5713030]
[paragraph, [978.0, 1156.0, 385.0, 36.0], ApQ2y1Coqb, 5713030]
[paragraph, [113.0, 1079.0, 184.0, 36.0], GPriNu-zwu, 5713030]
[paragraph, [113.0, 1115.0, 184.0, 36.0], GPriNu-zwu, 5713030]
[paragraph, [113.0, 1151.0, 184.0, 36.0], GPriNu-zwu, 5713030]
[paragraph, [113.0, 1187.0, 184.0, 36.0], GPriNu-zwu, 5713030]
[paragraph, [113.0, 1223.0, 184.0, 36.0], GPriNu-zwu, 5713030]
[paragraph, [113.0, 1259.0, 184.0, 36.0], GPriNu-zwu, 5713030]
[paragraph, [980.0, 1199.0, 337.0, 36.0], XUBOp8pqMv, 5713030]
[paragraph, [980.0, 1235.0, 337.0, 36.0], XUBOp8pqMv, 5713030]
[paragraph, [980.0, 1271.0, 337.0, 36.0], XUBOp8pqMv, 5713030]
[paragraph, [980.0, 1307.0, 337.0, 36.0], XUBOp8pqMv, 5713030]
[author, [229.0, 1295.0, 244.0, 36.0], VnyYS7lYTE, 5713030]
[paragraph, [978.0, 1368.0, 159.0, 36.0], qoNGUZYrEi, 5713030]
[section-title, [127.0, 1393.0, 244.0, 52.5], N67K6wsc68, 5713030]
[paragraph, [974.0, 1418.0, 283.0, 36.0], LtSUva9Itv, 5713030]
[paragraph, [974.0, 1454.0, 283.0, 36.0], LtSUva9Itv, 5713030]
[paragraph, [123.0, 1465.0, 281.0, 36.0], BAjAkE1Vw3, 5713030]
[paragraph, [123.0, 1501.0, 281.0, 36.0], BAjAkE1Vw3, 5713030]
[paragraph, [976.0, 1534.0, 364.0, 36.0], t3M5z0Lhj5, 5713030]
[paragraph, [976.0, 1570.0, 364.0, 36.0], t3M5z0Lhj5, 5713030]
[paragraph, [976.0, 1606.0, 364.0, 36.0], t3M5z0Lhj5, 5713030]
[paragraph, [976.0, 1642.0, 364.0, 36.0], t3M5z0Lhj5, 5713030]
[paragraph, [976.0, 1678.0, 364.0, 36.0], t3M5z0Lhj5, 5713030]
[paragraph, [117.0, 1580.0, 350.0, 36.0], 2nGKo6a0du, 5713030]
[paragraph, [117.0, 1616.0, 350.0, 36.0], 2nGKo6a0du, 5713030]
[paragraph, [117.0, 1652.0, 350.0, 36.0], 2nGKo6a0du, 5713030]
[paragraph, [117.0, 1688.0, 350.0, 36.0], 2nGKo6a0du, 5713030]
[paragraph, [117.0, 1724.0, 350.0, 36.0], 2nGKo6a0du, 5713030]
[paragraph, [117.0, 1760.0, 350.0, 36.0], 2nGKo6a0du, 5713030]
[paragraph, [971.0, 1750.0, 354.0, 36.0], b-5WyT1wZK, 5713030]
[paragraph, [971.0, 1786.0, 354.0, 36.0], b-5WyT1wZK, 5713030]
[paragraph, [971.0, 1822.0, 354.0, 36.0], b-5WyT1wZK, 5713030]
[paragraph, [971.0, 1858.0, 354.0, 36.0], b-5WyT1wZK, 5713030]
[paragraph, [971.0, 1894.0, 354.0, 36.0], b-5WyT1wZK, 5713030]
[paragraph, [109.0, 1819.0, 319.0, 36.0], R0Wgla5iqZ, 5713030]
[paragraph, [109.0, 1855.0, 319.0, 36.0], R0Wgla5iqZ, 5713030]
[paragraph, [109.0, 1891.0, 319.0, 36.0], R0Wgla5iqZ, 5713030]
[author, [984.0, 1939.0, 308.0, 36.0], RU-dXPuwFf, 5713030]
