[3508, 2481]
[contact-info, [660.0, 110.0, 1292.0, 52.5], FDxHud3M7M, 6516635]
[contact-info, [660.0, 162.5, 1292.0, 52.5], FDxHud3M7M, 6516635]
[contact-info, [660.0, 215.0, 1292.0, 52.5], FDxHud3M7M, 6516635]
[section-title, [851.0, 528.0, 755.0, 93.0], deBxutACz8, 6516635]
[dateline, [1860.0, 932.0, 390.0, 52.5], shoonya_6sPWT21TSC3TUJ, 6516635]
[paragraph, [226.0, 1199.0, 259.0, 52.5], shoonya_2s1F31ACDKJEY9, 6516635]
[paragraph, [220.0, 1316.0, 2036.0, 52.5], shoonya_1sN1NQFDO23LHM, 6516635]
[paragraph, [220.0, 1368.5, 2036.0, 52.5], shoonya_1sN1NQFDO23LHM, 6516635]
[paragraph, [220.0, 1421.0, 2036.0, 52.5], shoonya_1sN1NQFDO23LHM, 6516635]
[paragraph, [220.0, 1473.5, 2036.0, 52.5], shoonya_1sN1NQFDO23LHM, 6516635]
[paragraph, [220.0, 1526.0, 2036.0, 52.5], shoonya_1sN1NQFDO23LHM, 6516635]
[paragraph, [220.0, 1578.5, 2036.0, 52.5], shoonya_1sN1NQFDO23LHM, 6516635]
[ordered-list, [277.0, 1735.0, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 1787.5, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 1840.0, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 1892.5, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 1945.0, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 1997.5, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 2050.0, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 2102.5, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 2155.0, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[ordered-list, [277.0, 2207.5, 1983.0, 52.5], shoonya_7s2CECHXWSA4ML, 6516635]
[figure-caption, [1856.0, 2627.0, 397.0, 52.5], 7iGpQWU_Ge, 6516635]
[figure-caption, [1856.0, 2679.5, 397.0, 52.5], 7iGpQWU_Ge, 6516635]
[contact-info, [1780.0, 3278.0, 476.0, 52.5], shoonya_8sQDVGDH89HSWG, 6516635]
