[1241, 1241]
[unordered-list, [106.0, 88.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 106.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 124.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 142.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 160.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 178.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 196.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 214.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 232.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 250.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 268.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 286.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 304.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 322.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 340.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 358.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 376.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 394.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 412.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 430.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[unordered-list, [106.0, 448.0, 515.0, 18.0], shoonya_4sVAL8XFVY1NHN, 5726440]
[section-title, [114.0, 474.0, 300.0, 30.0], wxZZHiRPij, 5726440]
[paragraph, [110.0, 533.0, 510.0, 18.0], H53kbgsctA, 5726440]
[paragraph, [110.0, 551.0, 510.0, 18.0], H53kbgsctA, 5726440]
[paragraph, [110.0, 569.0, 510.0, 18.0], H53kbgsctA, 5726440]
[paragraph, [110.0, 587.0, 510.0, 18.0], H53kbgsctA, 5726440]
[paragraph, [625.0, 631.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 649.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 667.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 685.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 703.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 721.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 739.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 757.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 775.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 793.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 811.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 829.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 847.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 865.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 883.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 901.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 919.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 937.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [625.0, 955.0, 514.0, 18.0], shoonya_5sDNGK6CEMVRTB, 5726440]
[paragraph, [626.0, 983.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
[paragraph, [626.0, 1001.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
[paragraph, [626.0, 1019.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
[paragraph, [626.0, 1037.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
[paragraph, [626.0, 1055.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
[paragraph, [626.0, 1073.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
[paragraph, [626.0, 1091.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
[paragraph, [626.0, 1109.0, 516.0, 18.0], n4dzIdSXTg, 5726440]
