[2339, 1654]
[folio, [112.0, 50.0, 397.0, 36.0], shoonya_1sGVL7ORVSD0LU, 5751399]
[paragraph, [108.0, 106.0, 1439.0, 36.0], shoonya_3sWSIMOWNWFYFO, 5751399]
[paragraph, [108.0, 142.0, 1439.0, 36.0], shoonya_3sWSIMOWNWFYFO, 5751399]
[paragraph, [108.0, 178.0, 1439.0, 36.0], shoonya_3sWSIMOWNWFYFO, 5751399]
[paragraph, [108.0, 214.0, 1439.0, 36.0], shoonya_3sWSIMOWNWFYFO, 5751399]
[paragraph, [108.0, 250.0, 1439.0, 36.0], shoonya_3sWSIMOWNWFYFO, 5751399]
[paragraph, [103.0, 311.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 347.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 383.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 419.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 455.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 491.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 527.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 563.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 599.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 635.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 671.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 707.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 743.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 779.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 815.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 851.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [103.0, 887.0, 1452.0, 36.0], shoonya_0sHEKHBD126HX6, 5751399]
[paragraph, [251.0, 958.0, 1181.0, 36.0], shoonya_6s5R2PHLXYMQ57, 5751399]
[paragraph, [251.0, 994.0, 1181.0, 36.0], shoonya_6s5R2PHLXYMQ57, 5751399]
[paragraph, [251.0, 1030.0, 1181.0, 36.0], shoonya_6s5R2PHLXYMQ57, 5751399]
[paragraph, [251.0, 1066.0, 1181.0, 36.0], shoonya_6s5R2PHLXYMQ57, 5751399]
[paragraph, [251.0, 1102.0, 1181.0, 36.0], shoonya_6s5R2PHLXYMQ57, 5751399]
[paragraph, [251.0, 1138.0, 1181.0, 36.0], shoonya_6s5R2PHLXYMQ57, 5751399]
[paragraph, [251.0, 1174.0, 1181.0, 36.0], shoonya_6s5R2PHLXYMQ57, 5751399]
[reference, [887.0, 1220.0, 551.0, 36.0], ZgDjZURpHf, 5751399]
[paragraph, [91.0, 1284.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1320.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1356.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1392.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1428.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1464.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1500.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1536.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1572.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [91.0, 1608.0, 1463.0, 36.0], shoonya_5sEK5PGICHNET2, 5751399]
[paragraph, [238.0, 1673.0, 1168.0, 36.0], xLQpJ4HCLj, 5751399]
[paragraph, [238.0, 1709.0, 1168.0, 36.0], xLQpJ4HCLj, 5751399]
[paragraph, [238.0, 1745.0, 1168.0, 36.0], xLQpJ4HCLj, 5751399]
[reference, [706.0, 1816.0, 690.0, 36.0], Q4okw7qcGu, 5751399]
[paragraph, [82.0, 1877.0, 1469.0, 36.0], wlAlEsBLwc, 5751399]
[paragraph, [82.0, 1913.0, 1469.0, 36.0], wlAlEsBLwc, 5751399]
[paragraph, [82.0, 1949.0, 1469.0, 36.0], wlAlEsBLwc, 5751399]
[paragraph, [82.0, 1985.0, 1469.0, 36.0], wlAlEsBLwc, 5751399]
[paragraph, [82.0, 2021.0, 1469.0, 36.0], wlAlEsBLwc, 5751399]
[paragraph, [82.0, 2057.0, 1469.0, 36.0], wlAlEsBLwc, 5751399]
[paragraph, [82.0, 2093.0, 1469.0, 36.0], wlAlEsBLwc, 5751399]
[paragraph, [219.0, 2140.0, 1200.0, 36.0], abvAeAeNnW, 5751399]
[paragraph, [219.0, 2176.0, 1200.0, 36.0], abvAeAeNnW, 5751399]
