[1754, 1240]
[section-title, [95.0, 115.0, 1033.0, 49.5], shoonya_0s2ORJ96X1XPKM, 5773916]
[section-title, [95.0, 164.5, 1033.0, 49.5], shoonya_0s2ORJ96X1XPKM, 5773916]
[paragraph, [57.0, 242.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 278.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 314.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 350.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 386.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 422.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 458.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 494.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 530.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 566.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 602.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 638.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 674.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 710.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 746.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 782.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 818.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 854.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 890.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 926.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 962.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 998.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1034.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1070.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1106.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1142.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1178.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1214.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1250.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1286.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1322.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1358.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1394.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1430.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1466.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1502.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1538.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
[paragraph, [57.0, 1574.0, 1126.0, 36.0], 6YXj70vB42, 5773916]
