[2200, 1700]
[paragraph, [265.0, 62.0, 1070.0, 36.0], shoonya_1s6BQY5C9D7XCA, 5730778]
[paragraph, [265.0, 98.0, 1070.0, 36.0], shoonya_1s6BQY5C9D7XCA, 5730778]
[paragraph, [265.0, 134.0, 1070.0, 36.0], shoonya_1s6BQY5C9D7XCA, 5730778]
[paragraph, [231.0, 188.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 224.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 260.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 296.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 332.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 368.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 404.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 440.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 476.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 512.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 548.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 584.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 620.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 656.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 692.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 728.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 764.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 800.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 836.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 872.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 908.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 944.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 980.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1016.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1052.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1088.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1124.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1160.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1196.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1232.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1268.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1304.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1340.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1376.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1412.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1448.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1484.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1520.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1556.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1592.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1628.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1664.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1700.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1736.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1772.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1808.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1844.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[paragraph, [231.0, 1880.0, 1119.0, 36.0], shoonya_0s812DIIHOMIUW, 5730778]
[folio, [244.0, 2013.0, 350.0, 36.0], Itf7vTzblv, 5730778]
