[1625, 1211]
[headline, [517.0, 110.0, 558.0, 37.5], shoonya_2sH01GYTI6B0BD, 5742286]
[paragraph, [65.0, 235.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 271.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 307.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 343.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 379.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 415.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 451.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 487.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 523.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 559.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 595.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 631.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 667.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 703.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 739.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 775.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 811.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 847.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 883.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 919.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 955.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 991.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 1027.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [65.0, 1063.0, 341.0, 36.0], wTmUCO8Q84, 5742286]
[paragraph, [421.0, 235.0, 344.0, 36.0], lxqmoF6D_I, 5742286]
[paragraph, [421.0, 271.0, 344.0, 36.0], lxqmoF6D_I, 5742286]
[paragraph, [421.0, 307.0, 344.0, 36.0], lxqmoF6D_I, 5742286]
[paragraph, [421.0, 343.0, 344.0, 36.0], lxqmoF6D_I, 5742286]
[paragraph, [783.0, 235.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 271.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 307.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 343.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 379.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 415.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 451.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 487.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 523.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 559.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 595.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [783.0, 631.0, 347.0, 36.0], Sklas3miON, 5742286]
[paragraph, [432.0, 420.0, 346.0, 36.0], 6nvgDN43Sb, 5742286]
[paragraph, [432.0, 456.0, 346.0, 36.0], 6nvgDN43Sb, 5742286]
[paragraph, [432.0, 492.0, 346.0, 36.0], 6nvgDN43Sb, 5742286]
[paragraph, [432.0, 528.0, 346.0, 36.0], 6nvgDN43Sb, 5742286]
[paragraph, [432.0, 564.0, 346.0, 36.0], 6nvgDN43Sb, 5742286]
[paragraph, [432.0, 600.0, 346.0, 36.0], 6nvgDN43Sb, 5742286]
[paragraph, [795.0, 707.0, 335.0, 36.0], c4lywGCCVN, 5742286]
[paragraph, [795.0, 743.0, 335.0, 36.0], c4lywGCCVN, 5742286]
[paragraph, [795.0, 779.0, 335.0, 36.0], c4lywGCCVN, 5742286]
[paragraph, [795.0, 815.0, 335.0, 36.0], c4lywGCCVN, 5742286]
[paragraph, [795.0, 851.0, 335.0, 36.0], c4lywGCCVN, 5742286]
[paragraph, [795.0, 887.0, 335.0, 36.0], c4lywGCCVN, 5742286]
[paragraph, [430.0, 715.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 751.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 787.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 823.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 859.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 895.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 931.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 967.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1003.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1039.0, 335.0, 36.0], LciNTZ1njK, 5742286]
[paragraph, [430.0, 1075.0, 335.0, 36.0], LciNTZ1njK, 5742286]
