[3508, 2481]
[section-title, [860.0, 108.0, 747.0, 93.0], HuppI_tDlc, 6516775]
[folio, [221.0, 373.0, 1194.0, 52.5], ewqB3wKUXl, 6516775]
[placeholder-text, [2022.0, 618.0, 225.0, 18.0], TV1n03DZey, 6516775]
[placeholder-text, [2022.0, 636.0, 225.0, 18.0], TV1n03DZey, 6516775]
[placeholder-text, [2022.0, 654.0, 225.0, 18.0], TV1n03DZey, 6516775]
[paragraph, [222.0, 883.0, 254.0, 52.5], shoonya_3s054KRDZCG75X, 6516775]
[paragraph, [214.0, 1000.0, 2042.0, 52.5], shoonya_2sEXK7JQBTDTJY, 6516775]
[paragraph, [214.0, 1052.5, 2042.0, 52.5], shoonya_2sEXK7JQBTDTJY, 6516775]
[paragraph, [214.0, 1105.0, 2042.0, 52.5], shoonya_2sEXK7JQBTDTJY, 6516775]
[paragraph, [214.0, 1157.5, 2042.0, 52.5], shoonya_2sEXK7JQBTDTJY, 6516775]
[paragraph, [214.0, 1210.0, 2042.0, 52.5], shoonya_2sEXK7JQBTDTJY, 6516775]
[unordered-list, [290.0, 1415.0, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1467.5, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1520.0, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1572.5, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1625.0, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1677.5, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1730.0, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1782.5, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1835.0, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[unordered-list, [290.0, 1887.5, 1973.0, 52.5], shoonya_0s0O89AL6OMSQX, 6516775]
[figure-caption, [1849.0, 2335.0, 404.0, 52.5], AKeafHiao4, 6516775]
[figure-caption, [1849.0, 2387.5, 404.0, 52.5], AKeafHiao4, 6516775]
[contact-info, [999.0, 3290.0, 474.0, 52.5], shoonya_5s896PZNZS32ZQ, 6516775]
