[2339, 1653]
[paragraph, [234.0, 185.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 221.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 257.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 293.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 329.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 365.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 401.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 437.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 473.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 509.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 545.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 581.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 617.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 653.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 689.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 725.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 761.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 797.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 833.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 869.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 905.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 941.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 977.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 1013.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [234.0, 1049.0, 1176.0, 36.0], shoonya_0sBXIPH9UX070U, 5753849]
[paragraph, [236.0, 1138.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1174.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1210.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1246.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1282.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1318.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1354.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1390.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1426.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1462.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1498.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1534.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1570.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1606.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1642.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1678.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1714.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1750.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [236.0, 1786.0, 1174.0, 36.0], shoonya_1sSEOQUGH2P1WF, 5753849]
[paragraph, [534.0, 1901.0, 612.0, 36.0], LVh5Qy-s8f, 5753849]
[reference, [244.0, 2096.0, 332.0, 36.0], shoonya_2sW27VTLTWGFIN, 5753849]
