[3300, 2550]
[paragraph, [253.0, 253.0, 2033.0, 52.5], shoonya_1s2MOUON5CAO5M, 5720648]
[paragraph, [253.0, 305.5, 2033.0, 52.5], shoonya_1s2MOUON5CAO5M, 5720648]
[paragraph, [253.0, 358.0, 2033.0, 52.5], shoonya_1s2MOUON5CAO5M, 5720648]
[paragraph, [253.0, 410.5, 2033.0, 52.5], shoonya_1s2MOUON5CAO5M, 5720648]
[paragraph, [280.0, 488.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 540.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 593.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 645.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 698.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 750.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 803.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 855.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 908.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 960.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1013.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1065.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1118.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1170.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1223.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1275.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1328.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1380.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1433.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1485.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1538.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1590.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1643.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1695.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1748.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1800.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1853.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1905.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 1958.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2010.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2063.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2115.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2168.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2220.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2273.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2325.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2378.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2430.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2483.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2535.5, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [280.0, 2588.0, 2013.0, 52.5], EwCvfWSU_8, 5720648]
[paragraph, [277.0, 2725.0, 989.0, 52.5], -HCNyrCO8Z, 5720648]
[paragraph, [277.0, 2777.5, 989.0, 52.5], -HCNyrCO8Z, 5720648]
