[842, 596]
[folio, [345.0, 56.0, 163.0, 18.0], KL58usdGZz, 5746049]
[paragraph, [82.0, 96.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 114.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 132.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 150.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 168.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 186.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 204.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 222.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 240.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 258.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 276.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[paragraph, [82.0, 294.0, 424.0, 18.0], shoonya_1s3GUSSZNHPFVF, 5746049]
[ordered-list, [86.0, 324.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 342.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 360.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 378.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 396.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 414.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 432.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 450.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 468.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 486.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 504.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 522.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 540.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 558.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 576.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 594.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 612.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 630.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 648.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 666.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 684.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 702.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
[ordered-list, [86.0, 720.0, 424.0, 18.0], shoonya_0sUGQZY4VJZ68J, 5746049]
