[3300, 2550]
[ordered-list, [322.0, 274.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 326.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 379.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 431.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 484.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 536.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 589.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 641.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 694.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 746.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 799.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 851.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 904.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 956.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1009.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1061.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1114.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1166.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1219.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1271.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1324.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1376.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1429.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1481.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1534.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1586.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1639.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1691.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1744.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1796.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1849.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1901.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 1954.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 2006.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 2059.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 2111.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 2164.0, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[ordered-list, [322.0, 2216.5, 2001.0, 52.5], ENQUYeUFEn, 5720836]
[paragraph, [357.0, 2307.0, 1934.0, 52.5], JVhNIDma1T, 5720836]
[paragraph, [357.0, 2359.5, 1934.0, 52.5], JVhNIDma1T, 5720836]
[paragraph, [357.0, 2412.0, 1934.0, 52.5], JVhNIDma1T, 5720836]
[paragraph, [357.0, 2464.5, 1934.0, 52.5], JVhNIDma1T, 5720836]
[paragraph, [357.0, 2517.0, 1934.0, 52.5], JVhNIDma1T, 5720836]
[paragraph, [331.0, 2594.0, 1972.0, 52.5], SL7_uTjJO5, 5720836]
[paragraph, [331.0, 2646.5, 1972.0, 52.5], SL7_uTjJO5, 5720836]
[paragraph, [331.0, 2699.0, 1972.0, 52.5], SL7_uTjJO5, 5720836]
[paragraph, [331.0, 2751.5, 1972.0, 52.5], SL7_uTjJO5, 5720836]
[paragraph, [331.0, 2804.0, 1972.0, 52.5], SL7_uTjJO5, 5720836]
[paragraph, [331.0, 2856.5, 1972.0, 52.5], SL7_uTjJO5, 5720836]
