[1818, 1374]
[folio, [477.0, 216.0, 423.0, 36.0], shoonya_1sEJWHKQ0TCY4L, 5682527]
[paragraph, [106.0, 298.0, 576.0, 36.0], shoonya_3sXLIGTQRBL3QF, 5682527]
[paragraph, [106.0, 334.0, 576.0, 36.0], shoonya_3sXLIGTQRBL3QF, 5682527]
[paragraph, [106.0, 370.0, 576.0, 36.0], shoonya_3sXLIGTQRBL3QF, 5682527]
[paragraph, [106.0, 406.0, 576.0, 36.0], shoonya_3sXLIGTQRBL3QF, 5682527]
[paragraph, [106.0, 442.0, 576.0, 36.0], shoonya_3sXLIGTQRBL3QF, 5682527]
[paragraph, [106.0, 478.0, 576.0, 36.0], shoonya_3sXLIGTQRBL3QF, 5682527]
[paragraph, [106.0, 514.0, 576.0, 36.0], shoonya_3sXLIGTQRBL3QF, 5682527]
[paragraph, [699.0, 298.0, 568.0, 36.0], CG49vODlGY, 5682527]
[paragraph, [699.0, 334.0, 568.0, 36.0], CG49vODlGY, 5682527]
[paragraph, [697.0, 377.0, 568.0, 36.0], mEYXo4enwt, 5682527]
[paragraph, [697.0, 413.0, 568.0, 36.0], mEYXo4enwt, 5682527]
[paragraph, [695.0, 457.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 493.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 529.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 565.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 601.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 637.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 673.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 709.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 745.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 781.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 817.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 853.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 889.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 925.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [695.0, 961.0, 583.0, 36.0], _8g9R1I9lu, 5682527]
[paragraph, [106.0, 578.0, 578.0, 36.0], pQFEw-Yhoc, 5682527]
[paragraph, [106.0, 614.0, 578.0, 36.0], pQFEw-Yhoc, 5682527]
[paragraph, [108.0, 657.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 693.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 729.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 765.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 801.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 837.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 873.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 909.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 945.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 981.0, 577.0, 36.0], v15W3A-0UW, 5682527]
[paragraph, [108.0, 1054.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1090.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1126.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1162.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1198.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1234.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1270.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1306.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1342.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1378.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1414.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [108.0, 1450.0, 571.0, 36.0], 0NDqVJQnFG, 5682527]
[paragraph, [699.0, 1121.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1157.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1193.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1229.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1265.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1301.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1337.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1373.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1409.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1445.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1481.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1517.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1553.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1589.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1625.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1661.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [699.0, 1697.0, 589.0, 36.0], Px29lo0Cva, 5682527]
[paragraph, [106.0, 1526.0, 573.0, 36.0], FFSnVYKE1l, 5682527]
[paragraph, [106.0, 1562.0, 573.0, 36.0], FFSnVYKE1l, 5682527]
[paragraph, [106.0, 1598.0, 573.0, 36.0], FFSnVYKE1l, 5682527]
[paragraph, [106.0, 1634.0, 573.0, 36.0], FFSnVYKE1l, 5682527]
[paragraph, [106.0, 1670.0, 573.0, 36.0], FFSnVYKE1l, 5682527]
