[1146, 832]
[chapter-title, [318.0, 40.0, 198.0, 30.0], shoonya_0sVIJL9ACL3MCY, 5776428]
[paragraph, [88.0, 82.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 100.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 118.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 136.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 154.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 172.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 190.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 208.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 226.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 244.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 262.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 280.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 298.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 316.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 334.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 352.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 370.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 388.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 406.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 424.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 442.0, 651.0, 18.0], 8R0w19tZ-v, 5776428]
[paragraph, [88.0, 466.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 484.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 502.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 520.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 538.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 556.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 574.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 592.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 610.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 628.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 646.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 664.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 682.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 700.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 718.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 736.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 754.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 772.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 790.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 808.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 826.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 844.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 862.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [88.0, 880.0, 651.0, 18.0], gnjCKo6Qxj, 5776428]
[paragraph, [84.0, 932.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 950.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 968.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 986.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 1004.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 1022.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 1040.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 1058.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
[paragraph, [84.0, 1076.0, 654.0, 18.0], c8ip6N5RUv, 5776428]
