[2339, 1653]
[paragraph, [245.0, 247.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 283.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 319.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 355.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 391.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 427.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 463.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 499.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [245.0, 535.0, 1154.0, 36.0], shoonya_0sPJNO76QNV55M, 5687238]
[paragraph, [244.0, 592.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 628.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 664.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 700.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 736.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 772.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 808.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 844.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 880.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 916.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [244.0, 952.0, 1159.0, 36.0], shoonya_2s5Z95GYBZHB46, 5687238]
[paragraph, [247.0, 1009.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1045.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1081.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1117.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1153.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1189.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1225.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1261.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1297.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1333.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1369.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1405.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [247.0, 1441.0, 1154.0, 36.0], shoonya_1sC3NMRUQY7H4L, 5687238]
[paragraph, [245.0, 1497.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1533.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1569.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1605.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1641.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1677.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1713.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1749.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[paragraph, [245.0, 1785.0, 1157.0, 36.0], shoonya_3sEQMH6BTR8KEU, 5687238]
[reference, [251.0, 1925.0, 328.0, 36.0], shoonya_4sPBFO2WEGIXAO, 5687238]
[reference, [251.0, 1961.0, 328.0, 36.0], shoonya_4sPBFO2WEGIXAO, 5687238]
[reference, [251.0, 1997.0, 328.0, 36.0], shoonya_4sPBFO2WEGIXAO, 5687238]
[reference, [251.0, 2033.0, 328.0, 36.0], shoonya_4sPBFO2WEGIXAO, 5687238]
