[1425, 1088]
[section-title, [233.0, 131.0, 114.0, 30.0], shoonya_5sCG0SU7YJ1VQW, 5759186]
[paragraph, [162.0, 184.0, 802.0, 18.0], shoonya_0sLGXL8SQC95Y0, 5759186]
[paragraph, [162.0, 202.0, 802.0, 18.0], shoonya_0sLGXL8SQC95Y0, 5759186]
[paragraph, [162.0, 220.0, 802.0, 18.0], shoonya_0sLGXL8SQC95Y0, 5759186]
[paragraph, [162.0, 238.0, 802.0, 18.0], shoonya_0sLGXL8SQC95Y0, 5759186]
[paragraph, [162.0, 256.0, 802.0, 18.0], shoonya_0sLGXL8SQC95Y0, 5759186]
[paragraph, [162.0, 274.0, 802.0, 18.0], shoonya_0sLGXL8SQC95Y0, 5759186]
[paragraph, [163.0, 320.0, 798.0, 18.0], 0tnIOT7NSC, 5759186]
[paragraph, [163.0, 338.0, 798.0, 18.0], 0tnIOT7NSC, 5759186]
[paragraph, [163.0, 356.0, 798.0, 18.0], 0tnIOT7NSC, 5759186]
[paragraph, [163.0, 374.0, 798.0, 18.0], 0tnIOT7NSC, 5759186]
[paragraph, [163.0, 392.0, 798.0, 18.0], 0tnIOT7NSC, 5759186]
[paragraph, [161.0, 433.0, 800.0, 18.0], shoonya_2sWUSK1X6IQMVI, 5759186]
[paragraph, [161.0, 451.0, 800.0, 18.0], shoonya_2sWUSK1X6IQMVI, 5759186]
[paragraph, [161.0, 469.0, 800.0, 18.0], shoonya_2sWUSK1X6IQMVI, 5759186]
[paragraph, [161.0, 487.0, 800.0, 18.0], shoonya_2sWUSK1X6IQMVI, 5759186]
[paragraph, [161.0, 505.0, 800.0, 18.0], shoonya_2sWUSK1X6IQMVI, 5759186]
[paragraph, [163.0, 545.0, 804.0, 18.0], shoonya_3sYI14DAUPT6QL, 5759186]
[paragraph, [163.0, 563.0, 804.0, 18.0], shoonya_3sYI14DAUPT6QL, 5759186]
[paragraph, [163.0, 581.0, 804.0, 18.0], shoonya_3sYI14DAUPT6QL, 5759186]
[paragraph, [163.0, 599.0, 804.0, 18.0], shoonya_3sYI14DAUPT6QL, 5759186]
[paragraph, [163.0, 617.0, 804.0, 18.0], shoonya_3sYI14DAUPT6QL, 5759186]
[paragraph, [163.0, 635.0, 804.0, 18.0], shoonya_3sYI14DAUPT6QL, 5759186]
[section-title, [190.0, 750.0, 81.0, 30.0], kCN9TSyg0B, 5759186]
[ordered-list, [159.0, 841.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 859.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 877.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 895.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 913.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 931.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 949.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 967.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 985.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1003.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1021.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1039.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1057.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1075.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1093.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1111.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1129.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1147.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[ordered-list, [159.0, 1165.0, 816.0, 18.0], DHdxhU88_5, 5759186]
[folio, [825.0, 1345.0, 162.0, 18.0], shoonya_4sROT9TJ8BMD7A, 5759186]
