[1418, 1063]
[section-title, [199.0, 86.0, 479.0, 30.0], 7cv1TvqV8S, 6469466]
[sub-section-title, [111.0, 154.0, 157.0, 25.5], shoonya_0sS80P722GJ2W0, 6469466]
[ordered-list, [111.0, 203.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 221.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 239.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 257.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 275.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 293.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 311.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 329.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 347.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 365.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 383.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 401.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 419.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 437.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 455.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [111.0, 473.0, 613.0, 18.0], X20Czp7GaV, 6469466]
[ordered-list, [109.0, 509.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 527.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 545.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 563.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 581.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 599.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 617.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 635.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 653.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 671.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 689.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 707.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 725.0, 642.0, 18.0], brstRorPM9, 6469466]
[ordered-list, [109.0, 743.0, 642.0, 18.0], brstRorPM9, 6469466]
[sub-section-title, [111.0, 768.0, 212.0, 25.5], iEM_aXcjY6, 6469466]
[ordered-list, [102.0, 820.0, 872.0, 18.0], PM7Ok1jO14, 6469466]
[ordered-list, [102.0, 838.0, 872.0, 18.0], PM7Ok1jO14, 6469466]
[ordered-list, [102.0, 856.0, 872.0, 18.0], PM7Ok1jO14, 6469466]
[ordered-list, [102.0, 874.0, 872.0, 18.0], PM7Ok1jO14, 6469466]
[ordered-list, [166.0, 904.0, 407.0, 18.0], lKTrYY0Azr, 6469466]
[ordered-list, [166.0, 922.0, 407.0, 18.0], lKTrYY0Azr, 6469466]
[ordered-list, [166.0, 940.0, 407.0, 18.0], lKTrYY0Azr, 6469466]
[ordered-list, [166.0, 958.0, 407.0, 18.0], lKTrYY0Azr, 6469466]
[ordered-list, [166.0, 976.0, 407.0, 18.0], lKTrYY0Azr, 6469466]
[ordered-list, [166.0, 994.0, 407.0, 18.0], lKTrYY0Azr, 6469466]
[ordered-list, [159.0, 1031.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [159.0, 1049.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [159.0, 1067.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [159.0, 1085.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [159.0, 1103.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [159.0, 1121.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [159.0, 1139.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [159.0, 1157.0, 280.0, 18.0], DZw22Zn5cf, 6469466]
[ordered-list, [104.0, 1202.0, 341.0, 18.0], enZhjdC8FK, 6469466]
[ordered-list, [104.0, 1220.0, 341.0, 18.0], enZhjdC8FK, 6469466]
[ordered-list, [104.0, 1238.0, 341.0, 18.0], enZhjdC8FK, 6469466]
[ordered-list, [104.0, 1256.0, 341.0, 18.0], enZhjdC8FK, 6469466]
[folio, [117.0, 1296.0, 183.0, 18.0], zm6m9N_OhR, 6469466]
[folio, [117.0, 1314.0, 183.0, 18.0], zm6m9N_OhR, 6469466]
[folio, [324.0, 1301.0, 84.0, 18.0], 9REadNOdoW, 6469466]
[folio, [324.0, 1319.0, 84.0, 18.0], 9REadNOdoW, 6469466]
