[1754, 1241]
[folio, [200.0, 3.0, 175.0, 36.0], tALqJTjwwm, 5744825]
[headline, [173.0, 119.0, 883.0, 37.5], shoonya_7s3WS6SSR26S93, 5744825]
[headline, [173.0, 156.5, 883.0, 37.5], shoonya_7s3WS6SSR26S93, 5744825]
[paragraph, [115.0, 195.0, 298.0, 36.0], shoonya_13s37GOGBUO8HR, 5744825]
[paragraph, [115.0, 231.0, 298.0, 36.0], shoonya_13s37GOGBUO8HR, 5744825]
[paragraph, [824.0, 206.0, 359.0, 36.0], shoonya_16s0NGCPW8EGOB, 5744825]
[paragraph, [437.0, 208.0, 360.0, 36.0], shoonya_5sWFR6GLUM134O, 5744825]
[paragraph, [437.0, 244.0, 360.0, 36.0], shoonya_5sWFR6GLUM134O, 5744825]
[paragraph, [437.0, 280.0, 360.0, 36.0], shoonya_5sWFR6GLUM134O, 5744825]
[paragraph, [437.0, 316.0, 360.0, 36.0], shoonya_5sWFR6GLUM134O, 5744825]
[paragraph, [437.0, 352.0, 360.0, 36.0], shoonya_5sWFR6GLUM134O, 5744825]
[paragraph, [437.0, 388.0, 360.0, 36.0], shoonya_5sWFR6GLUM134O, 5744825]
[paragraph, [49.0, 273.0, 365.0, 36.0], LixXgfPFxj, 5744825]
[paragraph, [49.0, 309.0, 365.0, 36.0], LixXgfPFxj, 5744825]
[paragraph, [49.0, 345.0, 365.0, 36.0], LixXgfPFxj, 5744825]
[paragraph, [824.0, 280.0, 361.0, 36.0], shoonya_9sQUVNI9O3MEQZ, 5744825]
[paragraph, [824.0, 316.0, 361.0, 36.0], shoonya_9sQUVNI9O3MEQZ, 5744825]
[paragraph, [824.0, 352.0, 361.0, 36.0], shoonya_9sQUVNI9O3MEQZ, 5744825]
[paragraph, [824.0, 388.0, 361.0, 36.0], shoonya_9sQUVNI9O3MEQZ, 5744825]
[paragraph, [50.0, 412.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 448.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 484.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 520.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 556.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 592.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 628.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 664.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 700.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 736.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [50.0, 772.0, 361.0, 36.0], shoonya_4sQC7NS6LN6X5L, 5744825]
[paragraph, [116.0, 862.0, 302.0, 36.0], 1ymV8c4_WV, 5744825]
[paragraph, [116.0, 898.0, 302.0, 36.0], 1ymV8c4_WV, 5744825]
[paragraph, [116.0, 934.0, 302.0, 36.0], 1ymV8c4_WV, 5744825]
[paragraph, [438.0, 864.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 900.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 936.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 972.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 1008.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 1044.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 1080.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 1116.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 1152.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [438.0, 1188.0, 360.0, 36.0], shoonya_1sZFY7764ZRPN0, 5744825]
[paragraph, [822.0, 869.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 905.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 941.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 977.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 1013.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 1049.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 1085.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 1121.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [822.0, 1157.0, 363.0, 36.0], shoonya_6s7IDYRYJ6JSZF, 5744825]
[paragraph, [114.0, 1310.0, 303.0, 36.0], udhCpHa6Ou, 5744825]
[paragraph, [114.0, 1346.0, 303.0, 36.0], udhCpHa6Ou, 5744825]
[paragraph, [438.0, 1313.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1349.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1385.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1421.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1457.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1493.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1529.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1565.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [438.0, 1601.0, 360.0, 36.0], shoonya_11sUCTT4TSEWA2, 5744825]
[paragraph, [51.0, 1415.0, 375.0, 36.0], iXlkjQLZFR, 5744825]
[paragraph, [51.0, 1489.0, 364.0, 36.0], shoonya_12sIZWK591JPRM, 5744825]
[paragraph, [51.0, 1525.0, 364.0, 36.0], shoonya_12sIZWK591JPRM, 5744825]
[paragraph, [51.0, 1561.0, 364.0, 36.0], shoonya_12sIZWK591JPRM, 5744825]
