[2200, 1700]
[paragraph, [311.0, 59.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 95.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 131.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 167.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 203.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 239.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 275.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 311.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 347.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 383.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 419.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 455.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 491.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 527.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 563.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 599.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 635.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 671.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 707.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 743.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 779.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 815.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [311.0, 851.0, 1097.0, 36.0], shoonya_0sYYFPFI7KEROF, 5730863]
[paragraph, [312.0, 905.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 941.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 977.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1013.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1049.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1085.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1121.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1157.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1193.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1229.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1265.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1301.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1337.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1373.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1409.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1445.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1481.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1517.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1553.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1589.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1625.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1661.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1697.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1733.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1769.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1805.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1841.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[paragraph, [312.0, 1877.0, 1100.0, 36.0], shoonya_1s5DA32EEL08AD, 5730863]
[folio, [959.0, 2015.0, 367.0, 36.0], pWTHRw8IJT, 5730863]
