[1372, 849]
[section-title, [358.0, 64.0, 175.0, 30.0], 95I-6Abw6g, 5710254]
[paragraph, [74.0, 131.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 149.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 167.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 185.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 203.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 221.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 239.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 257.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [74.0, 275.0, 704.0, 18.0], shoonya_0sGO162SP0KSN0, 5710254]
[paragraph, [64.0, 297.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 315.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 333.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 351.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 369.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 387.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 405.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 423.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [64.0, 441.0, 718.0, 18.0], e2aQReHZ9D, 5710254]
[paragraph, [62.0, 471.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 489.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 507.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 525.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 543.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 561.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 579.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 597.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 615.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 633.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 651.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 669.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 687.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 705.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 723.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 741.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 759.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 777.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 795.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 813.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 831.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 849.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 867.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 885.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 903.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 921.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 939.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 957.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 975.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 993.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1011.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1029.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1047.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1065.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1083.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1101.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1119.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1137.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1155.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1173.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1191.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1209.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1227.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1245.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1263.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
[paragraph, [62.0, 1281.0, 719.0, 18.0], shoonya_1s2KZBB2227ZXY, 5710254]
