[1650, 1275]
[headline, [204.0, 91.0, 889.0, 37.5], shoonya_1sF7AMVYSRPRGW, 5697956]
[sub-headline, [361.0, 167.0, 581.0, 36.0], PNyYRTYLK9, 5697956]
[subsub-headline, [218.0, 210.0, 865.0, 43.5], ckcjlRRtRA, 5697956]
[folio, [296.0, 287.0, 711.0, 36.0], shoonya_0s6YXK5P4RTM2A, 5697956]
[folio, [463.0, 337.0, 376.0, 36.0], Qktea9mI4K, 5697956]
[ordered-list, [87.0, 420.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 456.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 492.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 528.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 564.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 600.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 636.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 672.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 708.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 744.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 780.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 816.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 852.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 888.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 924.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 960.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 996.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1032.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1068.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1104.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1140.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1176.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1212.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1248.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1284.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1320.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1356.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1392.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1428.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1464.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[ordered-list, [87.0, 1500.0, 803.0, 36.0], J9BB2raIXG, 5697956]
[sub-ordered-list, [239.0, 614.0, 372.0, 36.0], shoonya_2sFF8B4PVXU9D8, 5697956]
[sub-ordered-list, [235.0, 733.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [235.0, 769.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [235.0, 805.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [235.0, 841.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [235.0, 877.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [235.0, 913.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [235.0, 949.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [235.0, 985.0, 629.0, 36.0], XIAucB6Ibi, 5697956]
[sub-ordered-list, [237.0, 1068.0, 631.0, 36.0], 3pkIMnhN0b, 5697956]
[sub-ordered-list, [237.0, 1104.0, 631.0, 36.0], 3pkIMnhN0b, 5697956]
[sub-ordered-list, [234.0, 1219.0, 519.0, 36.0], tGXJFrYiBv, 5697956]
[sub-ordered-list, [245.0, 1334.0, 368.0, 36.0], Q69rzFKkGX, 5697956]
[sub-ordered-list, [245.0, 1370.0, 368.0, 36.0], Q69rzFKkGX, 5697956]
[sub-ordered-list, [245.0, 1406.0, 368.0, 36.0], Q69rzFKkGX, 5697956]
[sub-ordered-list, [237.0, 1485.0, 462.0, 36.0], fMqTryHpyD, 5697956]
