[1372, 849]
[section-title, [307.0, 69.0, 219.0, 30.0], shoonya_0s0G3GUVI91KTJ, 5709631]
[paragraph, [49.0, 141.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 159.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 177.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 195.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 213.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 231.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 249.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 267.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 285.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 303.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 321.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 339.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 357.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 375.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 393.0, 731.0, 18.0], shoonya_2sRIAXKKJJ1NIZ, 5709631]
[paragraph, [49.0, 424.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 442.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 460.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 478.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 496.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 514.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 532.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 550.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 568.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 586.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 604.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 622.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 640.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 658.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [49.0, 676.0, 738.0, 18.0], JyaApYnE6r, 5709631]
[paragraph, [52.0, 704.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 722.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 740.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 758.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 776.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 794.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 812.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 830.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 848.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 866.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 884.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 902.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 920.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 938.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 956.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 974.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 992.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 1010.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 1028.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 1046.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 1064.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 1082.0, 743.0, 18.0], shoonya_1sT45LQZEZDNWJ, 5709631]
[paragraph, [52.0, 1117.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1135.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1153.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1171.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1189.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1207.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1225.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1243.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1261.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1279.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
[paragraph, [52.0, 1297.0, 741.0, 18.0], iWHSsAqsg3, 5709631]
