[1754, 1241]
[chapter-title, [511.0, 148.0, 204.0, 58.5], Sg-XWrYa2P, 5709535]
[ordered-list, [121.0, 228.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 264.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 300.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 336.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 372.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 408.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 444.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 480.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 516.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 552.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 588.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 624.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 660.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 696.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 732.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 768.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 804.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 840.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 876.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 912.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 948.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 984.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1020.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1056.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1092.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1128.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1164.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1200.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1236.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1272.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1308.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1344.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1380.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1416.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1452.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1488.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
[ordered-list, [121.0, 1524.0, 991.0, 36.0], shoonya_0sACAIX51PIQB4, 5709535]
