[2339, 1654]
[folio, [127.0, 79.0, 464.0, 36.0], shoonya_3sH3780QHQXS3D, 5751380]
[paragraph, [114.0, 119.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 155.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 191.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 227.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 263.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 299.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 335.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 371.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 407.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 443.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 479.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 515.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 551.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 587.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 623.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 659.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 695.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 731.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 767.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 803.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 839.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 875.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 911.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 947.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 983.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1019.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1055.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1091.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1127.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1163.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1199.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1235.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1271.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1307.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1343.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1379.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1415.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1451.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1487.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1523.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1559.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1595.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1631.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1667.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1703.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1739.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [114.0, 1775.0, 1458.0, 36.0], shoonya_1sNEXDBQLNNMCX, 5751380]
[paragraph, [277.0, 1833.0, 1154.0, 36.0], a3rYcJ9gj-, 5751380]
[paragraph, [277.0, 1869.0, 1154.0, 36.0], a3rYcJ9gj-, 5751380]
[paragraph, [277.0, 1905.0, 1154.0, 36.0], a3rYcJ9gj-, 5751380]
[paragraph, [277.0, 1941.0, 1154.0, 36.0], a3rYcJ9gj-, 5751380]
[paragraph, [277.0, 1977.0, 1154.0, 36.0], a3rYcJ9gj-, 5751380]
[reference, [1048.0, 2024.0, 380.0, 36.0], shoonya_0s44K1RW928B4E, 5751380]
[paragraph, [145.0, 2094.0, 1448.0, 36.0], shoonya_2sKA7BQD6ADHHT, 5751380]
[paragraph, [145.0, 2130.0, 1448.0, 36.0], shoonya_2sKA7BQD6ADHHT, 5751380]
[paragraph, [145.0, 2166.0, 1448.0, 36.0], shoonya_2sKA7BQD6ADHHT, 5751380]
