[1725, 1313]
[headline, [199.0, 201.0, 906.0, 37.5], shoonya_2sKIJIUVXMPHFI, 5771611]
[headline, [199.0, 238.5, 906.0, 37.5], shoonya_2sKIJIUVXMPHFI, 5771611]
[headline, [199.0, 276.0, 906.0, 37.5], shoonya_2sKIJIUVXMPHFI, 5771611]
[headline, [199.0, 313.5, 906.0, 37.5], shoonya_2sKIJIUVXMPHFI, 5771611]
[headline, [199.0, 351.0, 906.0, 37.5], shoonya_2sKIJIUVXMPHFI, 5771611]
[headline, [199.0, 388.5, 906.0, 37.5], shoonya_2sKIJIUVXMPHFI, 5771611]
[paragraph, [120.0, 906.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 942.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 978.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1014.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1050.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1086.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1122.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1158.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1194.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1230.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[paragraph, [120.0, 1266.0, 529.0, 36.0], shoonya_0sW3RQ9QYJPC3C, 5771611]
[ordered-list, [662.0, 907.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 943.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 979.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1015.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1051.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1087.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1123.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1159.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1195.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1231.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1267.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1303.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1339.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1375.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1411.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1447.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1483.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[ordered-list, [662.0, 1519.0, 528.0, 36.0], shoonya_5sSK3FTJ6JANYF, 5771611]
[sub-section-title, [126.0, 1337.0, 132.0, 36.0], shoonya_8s5GTJX14XOBVT, 5771611]
[ordered-list, [121.0, 1365.0, 532.0, 36.0], shoonya_1sPC6LUU1YDCWD, 5771611]
[ordered-list, [121.0, 1401.0, 532.0, 36.0], shoonya_1sPC6LUU1YDCWD, 5771611]
[ordered-list, [121.0, 1437.0, 532.0, 36.0], shoonya_1sPC6LUU1YDCWD, 5771611]
[ordered-list, [121.0, 1473.0, 532.0, 36.0], shoonya_1sPC6LUU1YDCWD, 5771611]
[ordered-list, [121.0, 1509.0, 532.0, 36.0], shoonya_1sPC6LUU1YDCWD, 5771611]
[folio, [576.0, 1580.0, 165.0, 36.0], F9EK3BuWGc, 5771611]
