[1244, 925]
[chapter-title, [277.0, 42.0, 261.0, 30.0], shoonya_4sHBK3OO3O6OX9, 5776495]
[paragraph, [95.0, 81.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 99.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 117.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 135.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 153.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 171.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 189.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 207.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 225.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 243.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 261.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 279.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 297.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 315.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 333.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 351.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 369.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 387.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 405.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 423.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 441.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 459.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 477.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 495.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 513.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 531.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 549.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 567.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 585.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 603.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 621.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 639.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 657.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 675.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 693.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 711.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 729.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 747.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 765.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 783.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 801.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 819.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 837.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 855.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [95.0, 873.0, 631.0, 18.0], shoonya_0sO69PW0CR1HOB, 5776495]
[paragraph, [100.0, 906.0, 619.0, 18.0], shoonya_1sUEKVEPH0AE1Q, 5776495]
[paragraph, [100.0, 924.0, 619.0, 18.0], shoonya_1sUEKVEPH0AE1Q, 5776495]
[paragraph, [98.0, 956.0, 624.0, 18.0], shoonya_2sB0747066SBJU, 5776495]
[paragraph, [98.0, 974.0, 624.0, 18.0], shoonya_2sB0747066SBJU, 5776495]
[paragraph, [100.0, 1005.0, 626.0, 18.0], shoonya_3sKHSYNDXX298I, 5776495]
[paragraph, [100.0, 1023.0, 626.0, 18.0], shoonya_3sKHSYNDXX298I, 5776495]
[paragraph, [100.0, 1041.0, 626.0, 18.0], shoonya_3sKHSYNDXX298I, 5776495]
[paragraph, [100.0, 1059.0, 626.0, 18.0], shoonya_3sKHSYNDXX298I, 5776495]
