[1418, 1064]
[section-title, [414.0, 87.0, 236.0, 30.0], pXNIZ_lYtd, 6476993]
[folio, [467.0, 132.0, 125.0, 18.0], ERIiwZwdJ8, 6476993]
[sub-section-title, [78.0, 153.0, 186.0, 25.5], yZtAuruCDa, 6476993]
[paragraph, [75.0, 191.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 209.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 227.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 245.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 263.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 281.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 299.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 317.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 335.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 353.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 371.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 389.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 407.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 425.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 443.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 461.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 479.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 497.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 515.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 533.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [75.0, 551.0, 917.0, 18.0], shoonya_0sXHQQFBT8YG2J, 6476993]
[paragraph, [73.0, 580.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 598.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 616.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 634.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 652.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 670.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 688.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 706.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 724.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 742.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 760.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 778.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 796.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [73.0, 814.0, 913.0, 18.0], GdNyl8MlBZ, 6476993]
[paragraph, [76.0, 859.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 877.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 895.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 913.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 931.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 949.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 967.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 985.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1003.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1021.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1039.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1057.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1075.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1093.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1111.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1129.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1147.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1165.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
[paragraph, [76.0, 1183.0, 917.0, 18.0], dnDbEco_Ce, 6476993]
