[1280, 919]
[chapter-title, [380.0, 57.0, 242.0, 30.0], shoonya_7sUT1MQPXAF56G, 5776059]
[paragraph, [186.0, 97.0, 628.0, 18.0], shoonya_6sKNZGQ7NTQCKP, 5776059]
[paragraph, [186.0, 115.0, 628.0, 18.0], shoonya_6sKNZGQ7NTQCKP, 5776059]
[paragraph, [187.0, 147.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 165.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 183.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 201.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 219.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 237.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 255.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 273.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [187.0, 291.0, 632.0, 18.0], shoonya_0sYIGOYTR04I8T, 5776059]
[paragraph, [186.0, 325.0, 631.0, 18.0], shoonya_5s7DPOOXPL5L2H, 5776059]
[paragraph, [186.0, 343.0, 631.0, 18.0], shoonya_5s7DPOOXPL5L2H, 5776059]
[paragraph, [186.0, 361.0, 631.0, 18.0], shoonya_5s7DPOOXPL5L2H, 5776059]
[paragraph, [186.0, 379.0, 631.0, 18.0], shoonya_5s7DPOOXPL5L2H, 5776059]
[paragraph, [186.0, 397.0, 631.0, 18.0], shoonya_5s7DPOOXPL5L2H, 5776059]
[paragraph, [190.0, 425.0, 627.0, 18.0], shoonya_4sHH3UZD2MCAQH, 5776059]
[paragraph, [190.0, 443.0, 627.0, 18.0], shoonya_4sHH3UZD2MCAQH, 5776059]
[paragraph, [190.0, 461.0, 627.0, 18.0], shoonya_4sHH3UZD2MCAQH, 5776059]
[paragraph, [190.0, 479.0, 627.0, 18.0], shoonya_4sHH3UZD2MCAQH, 5776059]
[paragraph, [188.0, 501.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 519.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 537.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 555.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 573.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 591.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 609.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 627.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 645.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 663.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 681.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 699.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 717.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 735.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 753.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 771.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 789.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 807.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [188.0, 825.0, 632.0, 18.0], shoonya_1sJUXB5C757XI6, 5776059]
[paragraph, [192.0, 854.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 872.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 890.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 908.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 926.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 944.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 962.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 980.0, 627.0, 18.0], shoonya_3sV9D2J0L8S1OP, 5776059]
[paragraph, [192.0, 1004.0, 629.0, 18.0], shoonya_2sPM9U80GH2C7C, 5776059]
[paragraph, [192.0, 1022.0, 629.0, 18.0], shoonya_2sPM9U80GH2C7C, 5776059]
[paragraph, [192.0, 1040.0, 629.0, 18.0], shoonya_2sPM9U80GH2C7C, 5776059]
[paragraph, [192.0, 1058.0, 629.0, 18.0], shoonya_2sPM9U80GH2C7C, 5776059]
[paragraph, [192.0, 1076.0, 629.0, 18.0], shoonya_2sPM9U80GH2C7C, 5776059]
