[709, 412]
[folio, [171.0, 25.0, 63.0, 18.0], 6ogCvFVt9a, 5741378]
[paragraph, [205.0, 51.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 69.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 87.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 105.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 123.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 141.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 159.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 177.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 195.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 213.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 231.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 249.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 267.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 285.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 303.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 321.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 339.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 357.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 375.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 393.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 411.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 429.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 447.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 465.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 483.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 501.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 519.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 537.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 555.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 573.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 591.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 609.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 627.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [205.0, 645.0, 174.0, 18.0], Q5PHAmU1xB, 5741378]
[paragraph, [28.0, 55.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 73.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 91.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 109.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 127.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 145.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 163.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 181.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 199.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 217.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 235.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 253.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 271.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 289.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 307.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 325.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 343.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 361.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 379.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 397.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 415.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 433.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 451.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 469.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 487.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 505.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 523.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 541.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 559.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 577.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 595.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 613.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 631.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
[paragraph, [28.0, 649.0, 173.0, 18.0], ehLJpk3BB5, 5741378]
