[1326, 829]
[folio, [329.0, 67.0, 157.0, 18.0], uAzaJ-KQST, 5770621]
[folio, [329.0, 85.0, 157.0, 18.0], uAzaJ-KQST, 5770621]
[folio, [329.0, 103.0, 157.0, 18.0], uAzaJ-KQST, 5770621]
[paragraph, [70.0, 134.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 152.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 170.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 188.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 206.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 224.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 242.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 260.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 278.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 296.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 314.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 332.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 350.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 368.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [70.0, 386.0, 349.0, 18.0], kYAo4-RiX0, 5770621]
[paragraph, [422.0, 134.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 152.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 170.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 188.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 206.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 224.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 242.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 260.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 278.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [422.0, 296.0, 333.0, 18.0], m_QDs26lks, 5770621]
[paragraph, [420.0, 318.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 336.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 354.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 372.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 390.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 408.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 426.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 444.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 462.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 480.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 498.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 516.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 534.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 552.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 570.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 588.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 606.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 624.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 642.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 660.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 678.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 696.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 714.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 732.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 750.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 768.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 786.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 804.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [420.0, 822.0, 331.0, 18.0], Vw5YryZJKj, 5770621]
[paragraph, [79.0, 424.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 442.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 460.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 478.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 496.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 514.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 532.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 550.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 568.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 586.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 604.0, 330.0, 18.0], VKvAes_4-T, 5770621]
[paragraph, [79.0, 637.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 655.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 673.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 691.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 709.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 727.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 745.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 763.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 781.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 799.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 817.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 835.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 853.0, 335.0, 18.0], unZOegqS-4, 5770621]
[paragraph, [79.0, 871.0, 335.0, 18.0], unZOegqS-4, 5770621]
