[1447, 1063]
[folio, [432.0, 52.0, 194.0, 18.0], CaHwX74G8G, 5762398]
[headline, [159.0, 94.0, 751.0, 25.5], 5CiMNrmveo, 5762398]
[headline, [159.0, 119.5, 751.0, 25.5], 5CiMNrmveo, 5762398]
[headline, [159.0, 145.0, 751.0, 25.5], 5CiMNrmveo, 5762398]
[paragraph, [536.0, 798.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 816.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 834.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 852.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 870.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 888.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 906.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 924.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 942.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 960.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 978.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 996.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 1014.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 1032.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 1050.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [536.0, 1068.0, 433.0, 18.0], TL_LziJ72a, 5762398]
[paragraph, [94.0, 800.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 818.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 836.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 854.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 872.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 890.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 908.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 926.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 944.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 962.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 980.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 998.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 1016.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 1034.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 1052.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 1070.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 1088.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 1106.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [94.0, 1124.0, 431.0, 18.0], lrk61L8ZIP, 5762398]
[paragraph, [533.0, 1095.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1113.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1131.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1149.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1167.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1185.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1203.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1221.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1239.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1257.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1275.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1293.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1311.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [533.0, 1329.0, 432.0, 18.0], sTtKuktqkZ, 5762398]
[paragraph, [93.0, 1148.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1166.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1184.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1202.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1220.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1238.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1256.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1274.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1292.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1310.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
[paragraph, [93.0, 1328.0, 432.0, 18.0], FLyB2YR1ai, 5762398]
