[1200, 825]
[paragraph, [125.0, 106.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [125.0, 124.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [125.0, 142.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [125.0, 160.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [125.0, 178.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [125.0, 196.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [125.0, 214.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [125.0, 232.0, 563.0, 18.0], 7lhcn7NUnT, 5691419]
[paragraph, [126.0, 263.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 281.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 299.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 317.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 335.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 353.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 371.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 389.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 407.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 425.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 443.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 461.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 479.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 497.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 515.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [126.0, 533.0, 565.0, 18.0], shoonya_3sMJUVF16PI3R8, 5691419]
[paragraph, [127.0, 569.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 587.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 605.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 623.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 641.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 659.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 677.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 695.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 713.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 731.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [127.0, 749.0, 566.0, 18.0], shoonya_4sYGDH4A0E1MX9, 5691419]
[paragraph, [126.0, 784.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 802.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 820.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 838.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 856.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 874.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 892.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 910.0, 568.0, 18.0], shoonya_2sA3ZM8G7PPNV0, 5691419]
[paragraph, [126.0, 938.0, 569.0, 18.0], shoonya_0sB7CWS8MI3ZNJ, 5691419]
[paragraph, [126.0, 956.0, 569.0, 18.0], shoonya_0sB7CWS8MI3ZNJ, 5691419]
[paragraph, [126.0, 974.0, 569.0, 18.0], shoonya_0sB7CWS8MI3ZNJ, 5691419]
[paragraph, [126.0, 992.0, 569.0, 18.0], shoonya_0sB7CWS8MI3ZNJ, 5691419]
[paragraph, [126.0, 1010.0, 569.0, 18.0], shoonya_0sB7CWS8MI3ZNJ, 5691419]
[paragraph, [126.0, 1028.0, 569.0, 18.0], shoonya_0sB7CWS8MI3ZNJ, 5691419]
