[540, 540]
[section-title, [70.0, 39.0, 125.0, 30.0], shoonya_7s9ELHQK2RINAW, 5656290]
[paragraph, [21.0, 78.0, 489.0, 18.0], shoonya_6s0H09CZW4JT60, 5656290]
[paragraph, [34.0, 116.0, 481.0, 18.0], shoonya_0s6OJOGRO7XZIV, 5656290]
[paragraph, [34.0, 134.0, 481.0, 18.0], shoonya_0s6OJOGRO7XZIV, 5656290]
[paragraph, [34.0, 152.0, 481.0, 18.0], shoonya_0s6OJOGRO7XZIV, 5656290]
[paragraph, [34.0, 170.0, 481.0, 18.0], shoonya_0s6OJOGRO7XZIV, 5656290]
[paragraph, [32.0, 208.0, 476.0, 18.0], shoonya_4sH39WI4ROE2W2, 5656290]
[paragraph, [28.0, 238.0, 479.0, 18.0], shoonya_3sN6IS5C3RIS2Y, 5656290]
[paragraph, [28.0, 256.0, 479.0, 18.0], shoonya_3sN6IS5C3RIS2Y, 5656290]
[paragraph, [28.0, 274.0, 479.0, 18.0], shoonya_3sN6IS5C3RIS2Y, 5656290]
[paragraph, [28.0, 292.0, 479.0, 18.0], shoonya_3sN6IS5C3RIS2Y, 5656290]
[paragraph, [27.0, 318.0, 485.0, 18.0], shoonya_5s2M8431TPCV7R, 5656290]
[paragraph, [28.0, 349.0, 481.0, 18.0], shoonya_2sR77GPIME37KJ, 5656290]
[paragraph, [28.0, 367.0, 481.0, 18.0], shoonya_2sR77GPIME37KJ, 5656290]
[paragraph, [28.0, 385.0, 481.0, 18.0], shoonya_2sR77GPIME37KJ, 5656290]
[paragraph, [28.0, 403.0, 481.0, 18.0], shoonya_2sR77GPIME37KJ, 5656290]
[paragraph, [29.0, 426.0, 480.0, 18.0], shoonya_1sL58W0MLY4Z0Z, 5656290]
[paragraph, [29.0, 444.0, 480.0, 18.0], shoonya_1sL58W0MLY4Z0Z, 5656290]
