[1387, 987]
[paragraph, [89.0, 96.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 114.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 132.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 150.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 168.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 186.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 204.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 222.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 240.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 258.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 276.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 294.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 312.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 330.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 348.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 366.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 384.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 402.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 420.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 438.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 456.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 474.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 492.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 510.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 528.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 546.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 564.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 582.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 600.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 618.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [89.0, 636.0, 800.0, 18.0], shoonya_0sZUPZTUG5IQ3C, 5653074]
[paragraph, [86.0, 677.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 695.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 713.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 731.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 749.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 767.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 785.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 803.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 821.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 839.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 857.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 875.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 893.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 911.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 929.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 947.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 965.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 983.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [86.0, 1001.0, 803.0, 18.0], shoonya_1s658LD27FBPQJ, 5653074]
[paragraph, [88.0, 1041.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1059.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1077.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1095.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1113.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1131.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1149.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1167.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1185.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1203.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1221.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
[paragraph, [88.0, 1239.0, 803.0, 18.0], shoonya_3s7L2D3TDZNCRI, 5653074]
