[1571, 1128]
[headline, [125.0, 88.0, 320.0, 37.5], shoonya_15sC17A5UDM8NF, 6471691]
[section-title, [750.0, 113.0, 222.0, 49.5], shoonya_7sCWU9LYIRWE7B, 6471691]
[paragraph, [760.0, 180.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 216.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 252.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 288.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 324.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 360.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 396.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 432.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 468.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 504.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 540.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 576.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 612.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 648.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 684.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 720.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [760.0, 756.0, 325.0, 36.0], shoonya_0sCXJLYMZNY4JU, 6471691]
[paragraph, [431.0, 200.0, 300.0, 36.0], shoonya_9s0WA5JVJ1DHER, 6471691]
[paragraph, [431.0, 236.0, 300.0, 36.0], shoonya_9s0WA5JVJ1DHER, 6471691]
[paragraph, [431.0, 272.0, 300.0, 36.0], shoonya_9s0WA5JVJ1DHER, 6471691]
[paragraph, [431.0, 308.0, 300.0, 36.0], shoonya_9s0WA5JVJ1DHER, 6471691]
[paragraph, [430.0, 375.0, 295.0, 36.0], shoonya_18sMLAHK6G7TM8, 6471691]
[paragraph, [430.0, 411.0, 295.0, 36.0], shoonya_18sMLAHK6G7TM8, 6471691]
[paragraph, [430.0, 447.0, 295.0, 36.0], shoonya_18sMLAHK6G7TM8, 6471691]
[paragraph, [430.0, 483.0, 295.0, 36.0], shoonya_18sMLAHK6G7TM8, 6471691]
[paragraph, [430.0, 519.0, 295.0, 36.0], shoonya_18sMLAHK6G7TM8, 6471691]
[paragraph, [430.0, 555.0, 295.0, 36.0], shoonya_18sMLAHK6G7TM8, 6471691]
[author, [541.0, 601.0, 182.0, 36.0], shoonya_19s88BNEF9O2WL, 6471691]
[author, [541.0, 637.0, 182.0, 36.0], shoonya_19s88BNEF9O2WL, 6471691]
[paragraph, [126.0, 667.0, 290.0, 36.0], shoonya_6sLKFO9SC3KVX7, 6471691]
[paragraph, [126.0, 703.0, 290.0, 36.0], shoonya_6sLKFO9SC3KVX7, 6471691]
[paragraph, [126.0, 739.0, 290.0, 36.0], shoonya_6sLKFO9SC3KVX7, 6471691]
[paragraph, [426.0, 703.0, 295.0, 36.0], shoonya_8s949K987QN3PT, 6471691]
[paragraph, [426.0, 739.0, 295.0, 36.0], shoonya_8s949K987QN3PT, 6471691]
[paragraph, [426.0, 775.0, 295.0, 36.0], shoonya_8s949K987QN3PT, 6471691]
[paragraph, [426.0, 811.0, 295.0, 36.0], shoonya_8s949K987QN3PT, 6471691]
[paragraph, [426.0, 847.0, 295.0, 36.0], shoonya_8s949K987QN3PT, 6471691]
[paragraph, [426.0, 883.0, 295.0, 36.0], shoonya_8s949K987QN3PT, 6471691]
[paragraph, [426.0, 919.0, 295.0, 36.0], shoonya_8s949K987QN3PT, 6471691]
[paragraph, [126.0, 791.0, 291.0, 36.0], shoonya_1sL8AG5G7116UX, 6471691]
[paragraph, [126.0, 827.0, 291.0, 36.0], shoonya_1sL8AG5G7116UX, 6471691]
[paragraph, [126.0, 863.0, 291.0, 36.0], shoonya_1sL8AG5G7116UX, 6471691]
[paragraph, [126.0, 899.0, 291.0, 36.0], shoonya_1sL8AG5G7116UX, 6471691]
[paragraph, [126.0, 935.0, 291.0, 36.0], shoonya_1sL8AG5G7116UX, 6471691]
[paragraph, [126.0, 971.0, 291.0, 36.0], shoonya_1sL8AG5G7116UX, 6471691]
[paragraph, [126.0, 1007.0, 291.0, 36.0], shoonya_1sL8AG5G7116UX, 6471691]
[paragraph, [736.0, 828.0, 294.0, 36.0], 2nDxo-0gxf, 6471691]
[paragraph, [736.0, 864.0, 294.0, 36.0], 2nDxo-0gxf, 6471691]
[paragraph, [736.0, 900.0, 294.0, 36.0], 2nDxo-0gxf, 6471691]
[author, [798.0, 935.0, 231.0, 36.0], JS48f5vlYr, 6471691]
[author, [798.0, 971.0, 231.0, 36.0], JS48f5vlYr, 6471691]
[author, [513.0, 959.0, 216.0, 36.0], shoonya_17sCWYG5OX2WW2, 6471691]
[paragraph, [427.0, 1060.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1096.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1132.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1168.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1204.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1240.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1276.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1312.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1348.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [427.0, 1384.0, 297.0, 36.0], 9O6zT14LFx, 6471691]
[paragraph, [734.0, 1065.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1101.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1137.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1173.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1209.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
[paragraph, [734.0, 1245.0, 300.0, 36.0], pJKsKE8XHN, 6471691]
