[792, 612]
[folio, [0.0, 33.0, 151.0, 18.0], shoonya_2s3QOKSTCKBU7D, 6514687]
[headline, [54.0, 80.0, 319.0, 25.5], shoonya_0s0S7I4EJURVQ2, 6514687]
[headline, [54.0, 105.5, 319.0, 25.5], shoonya_0s0S7I4EJURVQ2, 6514687]
[headline, [54.0, 131.0, 319.0, 25.5], shoonya_0s0S7I4EJURVQ2, 6514687]
[headline, [54.0, 156.5, 319.0, 25.5], shoonya_0s0S7I4EJURVQ2, 6514687]
[headline, [54.0, 182.0, 319.0, 25.5], shoonya_0s0S7I4EJURVQ2, 6514687]
[headline, [54.0, 207.5, 319.0, 25.5], shoonya_0s0S7I4EJURVQ2, 6514687]
[author, [56.0, 240.0, 76.0, 18.0], shoonya_1sOX7XW00RD6OE, 6514687]
[paragraph, [56.0, 278.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [56.0, 296.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [56.0, 314.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [56.0, 332.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [56.0, 350.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [56.0, 368.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [56.0, 386.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [56.0, 404.0, 162.0, 18.0], 5nlXNPf8p9, 6514687]
[paragraph, [392.0, 373.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 391.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 409.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 427.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 445.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 463.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 481.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 499.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 517.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 535.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 553.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 571.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 589.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 607.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 625.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 643.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 661.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 679.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 697.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [392.0, 715.0, 163.0, 18.0], k4lOpTWnae, 6514687]
[paragraph, [224.0, 374.0, 163.0, 18.0], uQIbeWGLRh, 6514687]
[paragraph, [224.0, 392.0, 163.0, 18.0], uQIbeWGLRh, 6514687]
[paragraph, [56.0, 422.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 440.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 458.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 476.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 494.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 512.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 530.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 548.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 566.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 584.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [56.0, 602.0, 162.0, 18.0], x196Q46ArQ, 6514687]
[paragraph, [223.0, 423.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[paragraph, [223.0, 441.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[paragraph, [223.0, 459.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[paragraph, [223.0, 477.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[paragraph, [223.0, 495.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[paragraph, [223.0, 513.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[paragraph, [223.0, 531.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[paragraph, [223.0, 549.0, 164.0, 18.0], sXZukCs-1U, 6514687]
[sidebar, [223.0, 592.0, 158.0, 18.0], shoonya_3s259UP3TRUYFU, 6514687]
[sidebar, [223.0, 610.0, 158.0, 18.0], shoonya_3s259UP3TRUYFU, 6514687]
[sidebar, [223.0, 628.0, 158.0, 18.0], shoonya_3s259UP3TRUYFU, 6514687]
[sidebar, [223.0, 646.0, 158.0, 18.0], shoonya_3s259UP3TRUYFU, 6514687]
[sidebar, [223.0, 664.0, 158.0, 18.0], shoonya_3s259UP3TRUYFU, 6514687]
[sidebar, [223.0, 682.0, 158.0, 18.0], shoonya_3s259UP3TRUYFU, 6514687]
[sidebar, [223.0, 700.0, 158.0, 18.0], shoonya_3s259UP3TRUYFU, 6514687]
[paragraph, [56.0, 638.0, 162.0, 18.0], 31P3I83TbY, 6514687]
[paragraph, [56.0, 656.0, 162.0, 18.0], 31P3I83TbY, 6514687]
[paragraph, [56.0, 674.0, 162.0, 18.0], 31P3I83TbY, 6514687]
[paragraph, [56.0, 692.0, 162.0, 18.0], 31P3I83TbY, 6514687]
[paragraph, [56.0, 710.0, 162.0, 18.0], 31P3I83TbY, 6514687]
[paragraph, [56.0, 728.0, 162.0, 18.0], 31P3I83TbY, 6514687]
