[3968, 2806]
[headline, [958.0, 197.0, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[headline, [958.0, 249.5, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[headline, [958.0, 302.0, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[headline, [958.0, 354.5, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[headline, [958.0, 407.0, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[headline, [958.0, 459.5, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[headline, [958.0, 512.0, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[headline, [958.0, 564.5, 1552.0, 52.5], shoonya_4sXBVNBDCCQSOA, 5683713]
[author, [208.0, 1327.0, 1055.0, 52.5], shoonya_7sQRMZLMDNKZ76, 5683713]
[author, [208.0, 1379.5, 1055.0, 52.5], shoonya_7sQRMZLMDNKZ76, 5683713]
[author, [208.0, 1432.0, 1055.0, 52.5], shoonya_7sQRMZLMDNKZ76, 5683713]
[author, [208.0, 1484.5, 1055.0, 52.5], shoonya_7sQRMZLMDNKZ76, 5683713]
[paragraph, [166.0, 1572.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1624.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1677.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1729.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1782.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1834.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1887.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1939.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 1992.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2044.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2097.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2149.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2202.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2254.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2307.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2359.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2412.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2464.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2517.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2569.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2622.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2674.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2727.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2779.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2832.0, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [166.0, 2884.5, 1280.0, 52.5], shoonya_0sJJE9PHE5UWEE, 5683713]
[paragraph, [1469.0, 1574.0, 1160.0, 52.5], shoonya_3s0PTV40S09UM8, 5683713]
[paragraph, [1469.0, 1626.5, 1160.0, 52.5], shoonya_3s0PTV40S09UM8, 5683713]
[paragraph, [1469.0, 1679.0, 1160.0, 52.5], shoonya_3s0PTV40S09UM8, 5683713]
[paragraph, [1469.0, 1731.5, 1160.0, 52.5], shoonya_3s0PTV40S09UM8, 5683713]
[paragraph, [1469.0, 1784.0, 1160.0, 52.5], shoonya_3s0PTV40S09UM8, 5683713]
[paragraph, [1465.0, 1861.0, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1465.0, 1913.5, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1465.0, 1966.0, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1465.0, 2018.5, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1465.0, 2071.0, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1465.0, 2123.5, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1465.0, 2176.0, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1465.0, 2228.5, 1162.0, 52.5], X3mWv6xyKm, 5683713]
[paragraph, [1736.0, 2317.0, 777.0, 52.5], ygYbAmbVH9, 5683713]
[paragraph, [1736.0, 2369.5, 777.0, 52.5], ygYbAmbVH9, 5683713]
[paragraph, [1736.0, 2422.0, 777.0, 52.5], ygYbAmbVH9, 5683713]
[paragraph, [1736.0, 2474.5, 777.0, 52.5], ygYbAmbVH9, 5683713]
[paragraph, [1736.0, 2527.0, 777.0, 52.5], ygYbAmbVH9, 5683713]
[paragraph, [1736.0, 2579.5, 777.0, 52.5], ygYbAmbVH9, 5683713]
[paragraph, [1736.0, 2632.0, 777.0, 52.5], ygYbAmbVH9, 5683713]
[paragraph, [1465.0, 2698.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 2750.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 2803.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 2855.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 2908.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 2960.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3013.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3065.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3118.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3170.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3223.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3275.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3328.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3380.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3433.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3485.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3538.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3590.5, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [1465.0, 3643.0, 1176.0, 52.5], shoonya_6sOO2L1J7LKSH5, 5683713]
[paragraph, [267.0, 2968.0, 982.0, 52.5], shoonya_5sFIA2F1P0PS1O, 5683713]
[paragraph, [267.0, 3020.5, 982.0, 52.5], shoonya_5sFIA2F1P0PS1O, 5683713]
[paragraph, [267.0, 3073.0, 982.0, 52.5], shoonya_5sFIA2F1P0PS1O, 5683713]
[paragraph, [267.0, 3125.5, 982.0, 52.5], shoonya_5sFIA2F1P0PS1O, 5683713]
[paragraph, [267.0, 3178.0, 982.0, 52.5], shoonya_5sFIA2F1P0PS1O, 5683713]
[paragraph, [267.0, 3230.5, 982.0, 52.5], shoonya_5sFIA2F1P0PS1O, 5683713]
[paragraph, [267.0, 3283.0, 982.0, 52.5], shoonya_5sFIA2F1P0PS1O, 5683713]
[paragraph, [171.0, 3341.0, 1262.0, 52.5], shoonya_2sHBU8UVIQX3MR, 5683713]
[paragraph, [171.0, 3393.5, 1262.0, 52.5], shoonya_2sHBU8UVIQX3MR, 5683713]
[paragraph, [171.0, 3446.0, 1262.0, 52.5], shoonya_2sHBU8UVIQX3MR, 5683713]
[paragraph, [171.0, 3498.5, 1262.0, 52.5], shoonya_2sHBU8UVIQX3MR, 5683713]
[paragraph, [171.0, 3551.0, 1262.0, 52.5], shoonya_2sHBU8UVIQX3MR, 5683713]
[paragraph, [171.0, 3603.5, 1262.0, 52.5], shoonya_2sHBU8UVIQX3MR, 5683713]
[paragraph, [171.0, 3656.0, 1262.0, 52.5], shoonya_2sHBU8UVIQX3MR, 5683713]
[folio, [262.0, 3812.0, 744.0, 52.5], 9vBAgXM-w3, 5683713]
[folio, [262.0, 3864.5, 744.0, 52.5], 9vBAgXM-w3, 5683713]
