[1650, 1275]
[section-title, [393.0, 162.0, 527.0, 49.5], CeLpGi-ICR, 5709904]
[paragraph, [156.0, 261.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 297.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 333.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 369.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 405.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 441.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 477.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 513.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 549.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 585.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 621.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 657.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 693.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [156.0, 729.0, 991.0, 36.0], shoonya_0sGMFN7S1PNQ7Z, 5709904]
[paragraph, [166.0, 771.0, 967.0, 36.0], shoonya_1sQS4XNVXXNBBO, 5709904]
[paragraph, [166.0, 807.0, 967.0, 36.0], shoonya_1sQS4XNVXXNBBO, 5709904]
[paragraph, [166.0, 843.0, 967.0, 36.0], shoonya_1sQS4XNVXXNBBO, 5709904]
[paragraph, [166.0, 879.0, 967.0, 36.0], shoonya_1sQS4XNVXXNBBO, 5709904]
[paragraph, [166.0, 915.0, 967.0, 36.0], shoonya_1sQS4XNVXXNBBO, 5709904]
[paragraph, [167.0, 960.0, 952.0, 36.0], shoonya_2sN5LQFR7R4Y64, 5709904]
[paragraph, [167.0, 996.0, 952.0, 36.0], shoonya_2sN5LQFR7R4Y64, 5709904]
[paragraph, [167.0, 1032.0, 952.0, 36.0], shoonya_2sN5LQFR7R4Y64, 5709904]
[paragraph, [167.0, 1068.0, 952.0, 36.0], shoonya_2sN5LQFR7R4Y64, 5709904]
[paragraph, [167.0, 1104.0, 952.0, 36.0], shoonya_2sN5LQFR7R4Y64, 5709904]
[paragraph, [164.0, 1154.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1190.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1226.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1262.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1298.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1334.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1370.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1406.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1442.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
[paragraph, [164.0, 1478.0, 962.0, 36.0], aMCeeU3Mdj, 5709904]
