[789, 571]
[folio, [238.0, 58.0, 114.0, 18.0], shoonya_0sE2BZSC11MRKM, 5702707]
[paragraph, [61.0, 95.0, 470.0, 18.0], shoonya_3sEJIAVVP5469Y, 5702707]
[paragraph, [61.0, 113.0, 470.0, 18.0], shoonya_3sEJIAVVP5469Y, 5702707]
[paragraph, [61.0, 143.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 161.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 179.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 197.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 215.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 233.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 251.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 269.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [61.0, 287.0, 469.0, 18.0], shoonya_2sI83BUB33UXB0, 5702707]
[paragraph, [60.0, 312.0, 469.0, 18.0], 6QLBTmjQgS, 5702707]
[paragraph, [60.0, 330.0, 469.0, 18.0], 6QLBTmjQgS, 5702707]
[paragraph, [60.0, 348.0, 469.0, 18.0], 6QLBTmjQgS, 5702707]
[paragraph, [60.0, 366.0, 469.0, 18.0], 6QLBTmjQgS, 5702707]
[paragraph, [60.0, 384.0, 469.0, 18.0], 6QLBTmjQgS, 5702707]
[paragraph, [60.0, 408.0, 466.0, 18.0], CvgE2aFgcC, 5702707]
[paragraph, [60.0, 426.0, 466.0, 18.0], CvgE2aFgcC, 5702707]
[paragraph, [60.0, 444.0, 466.0, 18.0], CvgE2aFgcC, 5702707]
[paragraph, [60.0, 466.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 484.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 502.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 520.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 538.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 556.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 574.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 592.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 610.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 628.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 646.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 664.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 682.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 700.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
[paragraph, [60.0, 718.0, 461.0, 18.0], shoonya_1sKKF2H68LHFPG, 5702707]
