[1447, 1063]
[folio, [445.0, 56.0, 192.0, 18.0], pATa4BnE0b, 5762788]
[paragraph, [92.0, 88.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 106.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 124.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 142.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 160.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 178.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 196.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 214.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 232.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 250.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 268.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 286.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 304.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 322.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 340.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 358.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 376.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [92.0, 394.0, 430.0, 18.0], shoonya_0sO8ZL5CHFHWQ5, 5762788]
[paragraph, [536.0, 90.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 108.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 126.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 144.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 162.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 180.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 198.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 216.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 234.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 252.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 270.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 288.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 306.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 324.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 342.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 360.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 378.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 396.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 414.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 432.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [536.0, 450.0, 430.0, 18.0], oBqSMPpQJy, 5762788]
[paragraph, [90.0, 432.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 450.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 468.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 486.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 504.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 522.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 540.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 558.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 576.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 594.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 612.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 630.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 648.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 666.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 684.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 702.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 720.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 738.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 756.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 774.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 792.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 810.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 828.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 846.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 864.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 882.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 900.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 918.0, 435.0, 18.0], nTslDqIg4q, 5762788]
[paragraph, [90.0, 936.0, 435.0, 18.0], nTslDqIg4q, 5762788]
