[792, 524]
[section-title, [138.0, 93.0, 287.0, 30.0], 0_FU2u8_fy, 6513724]
[author, [388.0, 119.0, 118.0, 18.0], Q5nEQWOF9W, 6513724]
[paragraph, [55.0, 175.0, 450.0, 18.0], shoonya_1sFDYJ92Y6IPX2, 6513724]
[paragraph, [55.0, 193.0, 450.0, 18.0], shoonya_1sFDYJ92Y6IPX2, 6513724]
[paragraph, [55.0, 211.0, 450.0, 18.0], shoonya_1sFDYJ92Y6IPX2, 6513724]
[paragraph, [55.0, 229.0, 450.0, 18.0], shoonya_1sFDYJ92Y6IPX2, 6513724]
[paragraph, [55.0, 247.0, 450.0, 18.0], shoonya_1sFDYJ92Y6IPX2, 6513724]
[paragraph, [55.0, 265.0, 450.0, 18.0], shoonya_1sFDYJ92Y6IPX2, 6513724]
[paragraph, [48.0, 284.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 302.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 320.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 338.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 356.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 374.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 392.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 410.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 428.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 446.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 464.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 482.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 500.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 518.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 536.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 554.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 572.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [48.0, 590.0, 461.0, 18.0], shoonya_2sO4RC0K1XMB4J, 6513724]
[paragraph, [58.0, 607.0, 445.0, 18.0], 2sDq70g4sQ, 6513724]
[paragraph, [58.0, 625.0, 445.0, 18.0], 2sDq70g4sQ, 6513724]
[paragraph, [58.0, 643.0, 445.0, 18.0], 2sDq70g4sQ, 6513724]
[reference, [58.0, 675.0, 441.0, 18.0], shoonya_0sX6M41FKU4S56, 6513724]
[reference, [58.0, 693.0, 441.0, 18.0], shoonya_0sX6M41FKU4S56, 6513724]
[reference, [58.0, 711.0, 441.0, 18.0], shoonya_0sX6M41FKU4S56, 6513724]
[reference, [58.0, 729.0, 441.0, 18.0], shoonya_0sX6M41FKU4S56, 6513724]
